postal_code,dist_to_cbd_m
640463,16008.8
640929,19097.1
640485,15510.1
640536,16639.0
640423,15817.1
640530,16696.4
640812,18603.0
640429,15964.3
640932,19177.6
640716,18425.2
640725,18376.6
640455,16519.6
640489,15552.4
641657,17727.7
640823,18784.1
640826,18741.6
640751,18309.9
640712,18390.3
640431,15966.7
610347,15858.4
641655,17922.8
640755,18186.8
641676,17694.0
644668,17668.9
640478,15788.5
643679,17419.9
643678,17730.9
640617,17908.0
640621,18013.1
642183,17282.5
641660,17304.7
643683,17567.9
640258,17291.5
613337,15535.5
642273,18040.1
640816,18507.8
640821,18769.4
640839,18829.4
640849,19021.5
644272,17924.8
641677,17642.1
641275,18219.1
644271,17845.7
640737,18067.1
640749,18448.2
640934,19190.2
640539,16721.6
642673,17926.9
641987,18378.5
643988,18218.4
640624,18185.9
642676,17744.3
641654,17952.2
643656,17781.2
644658,17742.7
644183,17384.3
644989,18253.5
640606,17926.7
610182,15340.3
610360,15587.4
641649,18117.2
643664,17533.6
643661,17254.2
642196,16568.1
643663,17611.6
641274,18069.4
640827,18857.3
640627,18116.8
640410,15870.7
640702,18499.6
610369,15743.5
640708,18599.4
640469,16119.8
320034,4751.7
320098,4112.3
330047,4624.7
320086,4302.0
330057,4730.3
330065,4348.7
320008,4424.3
380012,3894.5
320112,4128.7
190462,2484.6
321105,4132.3
431012,4028.7
210044,3430.9
330097,4823.3
330095,4793.1
321102,4850.5
321108,4217.9
320107,4811.2
190017,2521.6
321112,4638.5
200815,2736.2
384003,3988.7
380038,4499.4
211048,3315.1
210048,3289.7
321018,4889.0
321021,4615.8
382002,3931.1
440033,7063.9
440060,6701.8
440071,6783.1
510427,15024.8
510743,13909.0
510117,14755.2
510126,14629.4
510754,13796.1
510763,13699.0
510747,13980.1
510772,13838.6
510632,14332.0
510215,15384.2
510554,14638.6
510469,15384.4
510180,14983.4
510191,14967.7
510192,15022.3
510105,15026.4
510186,14984.6
510188,14944.6
510736,14221.0
510552,14541.4
510706,14390.7
510562,14325.9
510575,14431.8
510203,15340.1
510713,14495.9
510129,14745.3
510712,14499.0
510422,14924.5
510644,14113.0
510108,14917.1
510504,14527.7
510101,14990.6
821623,14430.9
822622,14405.7
823209,13843.3
822208,14071.4
824211,13942.2
821167,14040.4
820112,13838.5
822107,13903.2
820646,14469.5
823632,14591.3
823623,14390.7
820298,14389.7
821632,14584.2
822603,14568.4
823613,14675.9
821633,14642.2
821303,14513.7
823208,14017.9
823619,14622.6
823169,13949.1
822601,14463.3
821617,14672.7
821624,14498.1
823612,14749.9
820295,14291.8
821305,14697.3
822209,13898.2
822274,14296.0
821273,14196.9
821274,14253.7
822266,14347.9
824289,14241.1
823273,14163.1
821103,13919.7
820132,13722.0
822203,13842.0
820297,14350.2
823196,14158.9
823172,14026.1
821172,13968.6
822162,14232.2
822176,14133.5
823168,13951.2
823289,14193.4
824266,14296.5
820188,14272.4
820187,14271.3
140110,6360.0
140085,6179.1
140095,6052.8
140087,6204.2
140084,6148.7
130002,7888.6
140164,5488.6
140082,6073.6
140160,5319.1
270001,7833.1
271013,7017.3
141090,6090.3
141007,6729.5
130019,7963.2
140088,6226.6
140049,4913.3
140007,6755.2
140050,4853.1
272018,7238.6
270014,7426.2
271021,7184.8
140133,4182.7
271023,7728.8
751591,18606.2
750314,17934.8
750338,18288.6
750478,18988.3
750330,18320.3
750418,18903.5
750323,18134.9
751510,19002.6
752339,18460.5
750319,18223.4
750335,18456.7
750313,18005.9
753463,19422.9
752592,18568.0
751593,18664.1
753592,18593.1
750424,19079.0
751357,18699.6
753360,18601.0
753466,19421.2
750473,18845.4
750322,18188.1
750357,18700.4
542180,13332.7
793450,12338.2
541180,13379.8
791438,12317.5
542211,12321.2
792430,12462.5
542302,12256.1
543188,13605.5
542185,13485.5
540122,12871.4
544185,13537.3
543185,13491.1
540150,13401.4
540129,12987.5
542313,12508.4
541309,12466.7
542188,13597.7
542119,12447.9
791406,11728.5
543321,12558.0
540231,12881.3
793435,12395.1
791451,12417.4
792441,12086.9
542212,12516.3
541268,12123.7
544268,12162.6
541117,12320.0
544318,12746.7
541187,13530.2
542186,13399.7
540123,12674.9
543305,12262.7
544207,12230.5
791412,11947.7
541292,13438.5
544324,12781.1
542317,12788.6
540239,12910.7
794403,11723.7
542319,12597.7
542261,12980.8
794430,12562.8
542310,12337.3
543316,12689.1
550152,9692.9
550124,9314.7
550302,7795.0
550210,8156.4
550521,10114.4
550145,9504.8
550554,9901.6
550510,9918.3
550231,8013.1
550203,7841.0
550228,8220.9
550217,8410.5
550257,8142.1
550258,8168.4
550552,9958.8
550401,7265.0
550525,9982.5
550506,10151.6
520415,13489.6
520914,12138.2
520850,12089.5
521101,12552.0
521246,13088.1
520419,13371.0
520270,13026.7
520212,13812.7
520103,12655.8
520803,11737.9
520924,12104.8
520249,13127.0
520875,11723.9
520408,13294.5
521234,13367.5
520252,13223.6
520915,12110.4
520808,11656.6
520810,11704.8
520241,13180.9
520361,14682.2
520352,14565.3
520272,13119.0
520358,14453.0
520870,11961.5
520878,11637.6
520732,12282.6
520720,12556.7
520469,14230.4
520707,12486.3
520218,13660.6
520106,12767.2
520735,12393.1
520233,13415.2
520101,12770.1
528842,12106.5
520250,13155.6
520268,13037.2
520247,13143.7
521163,12864.9
520235,13270.6
520367,14648.9
520134,13569.1
522494,14259.8
520148,13499.6
521233,13333.7
529498,14615.5
520123,13194.3
520254,12880.4
520146,13410.9
522168,13567.5
523515,12624.1
520431,13831.0
521892,11259.8
521156,12798.9
520942,12281.4
310002,5998.7
310066,5585.9
310013,5802.0
360002,6277.1
360003,6328.7
310017,5760.2
310020,5619.8
310012,5807.2
310026,5396.0
310034,5570.9
310168,5310.6
310199,6360.9
310115,6256.0
310205,6385.7
310069,5495.7
311085,5732.1
350119,5705.9
350136,5745.5
310228,6098.8
310204,6306.2
310259,5485.7
310191,5240.7
350121,5878.5
310086,5683.1
310156,5360.7
312081,5694.0
312138,5760.6
311138,5808.7
310245,5183.7
310048,5834.0
310044,5750.4
310006,6009.0
312014,5719.7
310007,5958.8
310035,5528.8
311081,5658.7
313138,5770.1
311139,5784.5
730022,19397.5
730023,19415.3
730006,19318.8
730212,19889.7
730145,18883.8
730149,18859.9
730160,18536.9
731570,17503.2
734886,18101.2
732887,18032.7
730202,19475.8
730554,17428.5
730854,18355.2
730437,17915.7
730110,18624.1
730660,17688.5
730776,18958.2
732005,19183.6
730752,18881.5
730627,17418.5
730874,18815.0
730555,17477.6
730773,18979.2
730756,18970.5
730737,18614.2
730601,18099.2
730765,18853.6
732787,18553.1
730840,18797.4
730421,17997.4
730522,17694.1
732690,18204.2
730741,18722.4
730151,18765.5
730532,17451.4
730520,17799.5
732686,18183.4
732681,17934.3
733681,17990.0
735780,18915.4
730705,18247.0
730727,18517.7
733012,19152.0
732572,17657.5
733570,17620.4
730368,17929.8
730831,18395.0
730215,20077.8
730545,17240.2
730751,18855.1
730633,17585.6
730578,17381.7
730546,17287.1
730879,18918.2
730663,17787.0
730763,18834.0
734690,18134.7
730657,17827.8
730138,18879.1
730740,18731.1
731688,18196.5
731682,18040.5
732685,18063.1
730524,17593.3
730584,17239.8
733684,18143.5
730325,18045.9
730851,18436.7
730589,17038.6
730658,17771.6
733788,18458.5
730637,17750.3
730867,18605.2
730808,18868.1
760438,15180.0
760101,16403.3
760640,15164.8
760129,16641.6
760783,15329.3
760797,15024.4
760707,16185.9
760402,15713.8
760736,16089.1
760701,16277.5
760705,16172.1
760171,16988.5
760126,16649.8
760274,16961.5
760354,15637.6
760158,16461.7
760111,16651.9
764424,15301.8
760745,16135.4
760404,15714.1
760807,14779.1
760437,15175.8
760278,17064.2
760635,14961.3
760879,14467.9
760657,15289.1
760289,17295.6
760273,16988.2
760713,16021.9
760288,17250.8
760612,15131.4
760703,16236.8
760280,17113.5
760386,15985.3
760439,15213.8
760147,16373.6
760305,16252.1
760655,15337.2
760784,15315.1
763335,16375.5
761336,16249.1
760443,15407.7
760455,15000.9
760644,15251.2
760167,16940.7
760331,16189.6
760229,16706.1
760786,15291.2
760755,15886.3
760760,15780.4
760770,15615.8
760864,14676.0
760325,16037.2
760358,15752.0
760324,15970.1
760723,15830.3
760877,14417.5
760826,14496.8
760666,14923.0
560172,10092.8
560323,9231.8
560109,9586.0
560159,10055.4
560157,10116.9
560233,9326.3
560475,8662.2
560152,10269.4
560570,9452.9
560446,9217.6
560223,9141.7
560155,10181.7
560338,8784.4
560443,9027.1
560722,9711.6
560457,9025.5
560110,9630.4
560523,9780.6
560332,8533.5
560114,9886.1
560130,9553.7
560208,9001.9
560103,9659.9
560424,9305.6
560229,9465.6
560605,10652.7
560177,10206.3
560412,8785.8
560638,10646.1
560640,10598.8
560426,9399.4
560303,9108.9
560636,10724.7
561308,8991.1
564588,9655.2
560439,9047.5
560132,9672.9
560729,9900.0
560259,9554.4
564596,9667.8
561588,9690.9
560444,9090.7
560615,10379.4
460101,11109.2
460534,9784.2
460077,11211.0
460001,10011.5
460548,9870.6
460537,9658.7
470129,8713.5
470703,9597.3
460126,10877.7
460104,10916.3
460071,10919.6
460116,10937.0
470624,9097.0
470616,8783.3
460536,9635.2
461030,10406.6
460211,10054.0
470608,8648.8
460202,9669.1
460134,10652.9
460416,10077.4
461053,11053.3
460043,10847.9
470132,8592.0
460530,10028.1
470105,8120.1
460169,11163.7
460005,10132.1
460418,10022.8
460508,10529.5
460165,11264.3
470705,9483.6
470124,8436.8
460428,9845.7
470724,10368.8
467010,9444.0
470771,11279.4
470773,11159.3
462219,10208.6
460112,10691.7
470101,8124.3
470605,8580.0
460156,11122.6
410649,8084.7
461002,9222.6
460140,10611.5
410653,8235.6
460072,11014.6
470772,11217.9
410646,8006.7
470114,8266.4
460160,11131.3
465010,10406.2
570105,6807.2
570133,6750.9
570403,8891.4
570110,6962.8
570115,7014.9
570146,6610.3
571150,6675.6
570125,6919.2
570254,8611.3
570172,6944.2
570285,8262.4
570209,7854.5
570455,8526.6
570271,8035.4
570286,8217.7
571275,8034.8
570170,6854.8
570181,7124.6
570408,8909.7
570103,6754.6
570179,7089.1
570186,7178.9
570173,7001.7
650534,13712.3
650528,13698.2
650217,12765.2
650505,13180.1
650327,14411.8
650231,12943.1
650341,14291.1
650134,14013.4
650372,13858.1
650523,13591.7
650322,14364.9
650138,13950.5
650167,13965.1
650241,13021.0
650360,14046.4
650407,14725.8
650137,13911.2
650331,14494.2
650220,12810.1
650336,14479.3
650250,12813.8
650259,12584.9
650169,14078.1
650411,14638.6
650537,13636.8
650119,13728.5
650203,13336.9
650392,14148.4
655290,12301.6
650193,13697.5
650257,12738.9
650216,12889.5
656288,12215.3
650189,13512.9
650642,13183.9
650404,14829.7
650524,13611.5
650535,13671.3
650362,14089.3
650542,13537.5
650141,14053.4
650287,12446.2
160048,2852.7
100045,4853.6
161127,2429.0
163127,2390.7
160107,3002.4
100061,4483.6
090008,3637.0
150128,3102.8
160131,2605.5
160130,2496.2
160026,2578.6
090005,3630.7
160028,2601.6
090112,3034.4
100075,4862.8
080004,1507.6
100064,4673.9
161058,2660.3
160033,2200.0
163020,2139.6
160041,2197.5
150102,3362.3
090115,2905.1
090102,3087.2
160134,2703.0
102104,4388.9
160005,2776.4
160125,2583.7
163021,2844.3
164020,2842.4
153075,3933.7
152075,3970.5
163126,2462.9
161121,2585.2
164002,2034.8
161057,2612.6
090037,3426.6
160149,2314.7
100073,4789.4
090026,3715.1
160143,2487.6
081110,2048.8
150036,4756.2
161002,2714.6
150008,4845.5
100084,4682.9
151126,3062.6
150087,3601.3
160007,2705.7
670230,13427.2
670223,13285.5
670113,13816.5
670106,13924.8
670226,13337.9
670114,13743.3
670520,14729.6
670149,13883.3
670213,13020.3
670402,14076.7
670407,14172.5
670251,13653.0
670538,14688.0
670469,14358.8
670419,14304.4
670237,13749.1
670618,14995.3
670625,15085.2
671546,14622.3
670630,15216.4
670626,15108.2
673633,15097.8
670603,14620.7
670622,15042.2
670453,14251.3
670470,14405.8
670468,14321.8
670504,14513.9
670609,14749.9
670605,14583.2
670540,14657.7
670612,14884.7
670525,14795.0
670654,14983.3
670522,14716.2
670183,14421.1
670544,14506.9
670180,14197.9
590009,10500.2
590011,10553.1
260005,6049.6
590008,10440.1
160009,1432.3
050536,638.3
081003,1395.0
050535,569.3
050004,984.2
212671,2741.5
180262,1553.6
085501,1429.0
680535,16816.4
680002,15461.2
680010,15036.9
680017,15075.8
680668,17226.3
680233,15692.8
680675,17446.8
680157,14849.9
680219,16015.7
682692,16979.0
680285,16128.6
683683,17697.3
680124,15476.9
680667,17274.4
680239,15609.0
680607,17387.9
680296,16026.9
680706,16510.6
680401,16269.3
681476,16219.2
680355,16184.7
680202,15640.8
680634,16782.4
683690,17113.7
683688,17233.3
682686,17536.2
683297,15863.0
680671,17395.5
680236,15582.1
680486,16105.9
680474,16312.2
680609,17366.2
680422,16372.8
680541,16899.3
680664,17197.2
680508,16779.0
680672,17400.9
680515,16747.8
680249,15791.8
680544,17018.3
680156,14828.7
680158,14871.7
680618,17290.0
680554,17252.4
680631,16914.1
120715,10138.2
120711,10295.4
120607,9543.7
120602,9731.4
120339,9937.0
120310,10293.4
120429,10335.5
120430,10381.0
120610,9456.0
120309,10276.4
120301,10481.6
120343,9680.5
120318,10256.3
120336,9805.8
120413,9410.3
120372,10083.7
120111,9900.1
370062,6094.5
370070,6077.6
370030,6391.3
370069,6020.3
370072,6017.5
370044,6059.2
370038,6168.0
370049,5893.9
370040,6156.8
400316,7550.5
380108,5377.7
400416,6327.2
400031,6893.0
400036,6919.6
400347,7051.8
381121,5441.1
400343,7176.7
400311,7656.2
400010,7083.3
430005,5917.4
380120,5265.7
380122,5241.6
390032,4562.0
391011,4351.5
400351,7124.4
400352,7018.3
390039,4548.5
390045,4560.3
391028,4489.4
400333,7407.3
530644,10173.8
530620,10139.8
530683,10592.5
530248,9465.6
530252,9549.4
530631,10105.4
530672,10396.2
530019,9858.5
530702,9949.1
530652,10287.5
530301,10358.0
531174,8308.2
530210,9176.4
530020,9808.5
530711,9916.3
530355,10996.5
530337,10774.0
530319,10303.6
530614,10068.8
531985,11163.3
530602,10376.0
530502,10536.5
530503,10652.5
530637,10054.5
530458,11461.4
530111,8809.0
530165,8348.5
530328,10584.7
532980,11027.6
530556,11381.1
530155,8190.8
530436,11290.5
530420,11189.2
531987,10972.7
530914,10919.6
530138,8281.1
530515,10586.3
530334,10674.2
531471,11786.2
530580,11159.7
532988,10936.7
531988,10893.8
530460,10933.7
530832,10442.1
530544,11323.0
531979,10948.3
530952,10471.6
530245,9327.3
530670,10472.2
530925,10769.5
530951,10509.3
530612,10118.9
530954,10620.0
530135,8251.9
530129,8463.8
530561,11398.4
530705,9869.6
530559,11384.8
530508,10471.5
530633,9945.2
530237,9006.2
600247,14017.7
600243,13603.6
600101,13790.8
600020,13272.8
600052,13298.4
600032,13074.0
600022,13110.4
600275,13099.6
600329,15336.7
600246,13909.7
600113,14292.7
600274,13264.7
600280,13113.3
600279,13181.7
600063,13087.5
600340,15259.1
600212,13743.7
601286,13205.0
600270,13295.2
604286,13352.8
641990,18272.6
610113,15122.4
640421,15613.9
640490,15573.4
640480,15763.3
640491,15667.5
640462,16111.4
640511,16249.2
640543,16819.5
640946,19083.0
640923,18987.0
640950,19007.5
640920,19147.1
640531,16737.2
640412,15880.6
640941,19245.1
640766,18544.0
640550,16794.8
644273,18120.6
640488,15651.0
640460,16239.4
640747,18506.7
640833,18654.9
640952,18925.7
641272,17820.4
640939,19210.5
610324,15348.5
640262,17369.0
610152,15317.1
610361,15645.2
610325,15373.5
610326,15407.3
640623,18127.4
640644,18302.7
610328,15445.6
643650,18235.9
643197,16648.2
643667,17733.0
641663,17701.1
611339,15611.3
644275,18194.5
640913,19296.4
640738,18111.5
642271,17915.4
644274,17989.0
640836,18716.8
640468,16192.6
640756,18220.6
642272,17855.3
644664,17594.4
640404,16266.2
640443,16368.6
640622,18056.6
641678,17685.4
642650,18254.9
640635,18195.4
640559,16666.5
644648,18144.4
643183,17332.8
610345,15716.3
640532,16669.9
642671,17885.3
640630,18006.6
643669,17776.0
610160,15277.5
640626,18162.5
640862,18658.6
610161,15288.8
611331,15417.9
610333,15488.8
320097,4086.0
320074,4504.0
320003,4362.2
431005,4098.7
330030,4100.4
190003,2695.8
210050,3169.0
320006,4369.7
331039,4291.4
210012,3044.5
320054,4869.6
330049,4717.7
320001,4451.8
320023,4663.6
320121,3850.2
190466,2598.6
210042,3472.1
381112,3941.6
210013,2992.8
323108,4028.5
383002,3910.5
322002,4428.2
320103,4860.0
321019,4860.2
190012,2534.1
320119,3951.4
324108,4005.4
431011,3963.2
440058,7348.0
440045,7154.4
440035,7134.9
440054,7450.9
440062,6729.1
440043,7248.0
510233,15822.7
510114,14812.4
510718,14374.4
510480,15630.0
510470,15406.6
510475,15468.2
510119,14725.6
510572,14387.0
510571,14360.1
510182,15082.1
510212,15252.6
510636,14269.0
510630,14400.9
510195,15116.5
510741,13993.6
510125,14603.5
510511,14392.9
510472,15404.5
510216,15364.8
510487,15741.4
510567,14363.3
510611,14253.8
510206,15358.7
510505,14589.0
510544,14603.3
510128,14689.2
510157,15215.8
510716,14467.1
510418,15002.2
510111,14900.7
510603,14491.0
510424,14875.7
510534,14579.1
821212,13831.2
824105,13844.5
823201,13984.6
824101,14009.0
822174,14065.1
821612,14724.1
822623,14383.8
824617,14654.0
821614,14661.3
822614,14645.3
822604,14592.6
822207,13939.6
824303,14525.6
822268,14145.2
824302,14573.9
822272,14221.9
824272,14171.0
822211,13988.7
822305,14699.7
823270,14256.6
823265,14320.1
821211,14049.4
821271,14271.4
820138,13618.4
820186,14274.5
824173,13998.8
822196,14102.4
823103,13814.3
822126,13869.0
822197,14185.7
821205,13827.3
821204,13896.2
821173,14028.3
823617,14660.3
822267,14251.0
822313,15016.1
140096,6074.0
140099,6134.6
140152,5518.3
140169,5407.5
141089,6118.5
271002,6763.7
271006,6709.9
132028,8058.3
270026,7767.6
141051,6277.0
270027,7826.2
140182,5275.5
140181,5210.2
142059,4567.5
142058,4616.8
134028,8029.5
142061,4545.4
140056,4704.8
142062,4576.1
751592,18596.9
752590,18515.4
750477,18938.6
751508,18892.1
751356,18644.8
752466,19333.2
750411,18918.5
750403,19140.3
751350,18675.5
753503,18639.7
753356,18608.2
751502,18717.3
793441,12188.2
792448,12290.9
791447,12146.8
792435,12366.1
541290,13347.3
540126,12886.7
794441,12191.1
542298,13525.8
542204,12339.7
794436,12234.9
792446,12110.9
541123,12615.3
544201,12313.6
541262,13192.7
543325,12821.2
544272,11956.5
541272,12121.6
542326,12915.2
541327,12938.9
543327,13017.6
543271,12113.3
543268,12158.0
541273,12032.6
542264,11835.9
541270,12179.0
542282,11984.8
542281,12073.0
541282,12030.4
541277,11788.4
545122,12937.7
542295,13661.6
544186,13456.7
540109,12174.4
544298,13477.2
541312,12440.5
544188,13556.5
542201,12435.2
543318,12751.7
541297,13398.1
543323,12829.6
540248,13010.0
543322,12726.6
540256,13227.5
544206,12420.8
542203,12306.2
544313,12570.9
543291,13437.8
540102,12107.5
544302,12252.7
541250,13025.2
543262,13125.2
542262,13194.6
550147,9584.7
550218,8451.9
530005,7782.5
550225,8271.1
531002,7796.0
550243,7804.6
550306,7895.9
550103,9758.4
550518,9963.3
550538,10274.0
550541,10206.9
550509,10055.2
550144,9520.5
550146,9559.1
550524,10042.1
550405,7378.2
550242,7813.3
550502,10352.7
550114,9593.3
550549,10002.5
550331,7533.6
550318,7759.5
550316,7760.4
520468,14281.6
520410,13382.4
520819,11850.9
521139,12415.9
521111,12715.0
520452,14006.2
520291,13639.8
520211,13859.6
520265,13319.0
520267,13140.9
520271,13110.6
527201,13720.7
520925,12099.8
520132,13538.1
520273,13117.1
520276,13063.9
520213,13834.2
520881,11764.0
521157,12761.7
521522,12640.5
520283,13350.5
520449,13694.7
520843,11900.4
520347,14500.5
520459,14048.8
520359,14595.9
520360,14638.3
521227,13924.9
520230,13330.3
520701,12378.8
520702,12445.9
521497,14450.9
521894,11390.8
520142,13368.7
520266,13305.5
520934,11940.4
520107,12739.0
520286,13405.4
520731,12222.7
520907,12226.7
520891,11401.0
520255,12870.0
520508,13049.9
520242,13166.2
522167,13680.6
520323,14039.5
520457,13980.1
520294,13577.2
520840,11926.3
520871,11905.8
520865,12003.0
520382,14217.5
520741,12333.9
520503,13092.6
520130,13391.3
526497,14675.9
520888,11514.1
521898,11551.7
520922,12147.7
523522,12736.7
522518,12554.8
524168,13540.7
522515,12596.7
521124,12848.6
520332,14355.4
523230,13512.1
529230,13615.1
520895,11346.7
520889,11436.9
310055,5845.1
310061,5744.3
310235,6055.1
310008,5919.2
310070,5544.0
310163,5320.3
360004,6238.0
310025,5470.0
310096,5994.8
310125,5977.4
310183,5409.4
310158,5240.2
310200,6304.0
310208,6382.0
310201,6282.4
360015,6496.0
310243,5090.9
310193,5207.1
350139,5637.6
311172,5159.3
310037,5560.8
310147,5577.7
310155,5376.9
310217,6443.2
310224,6289.2
360012,6456.0
310250,5272.7
311082,5698.6
310236,6187.9
730012,19059.5
730015,19219.1
730206,19795.3
733782,18826.6
730101,18451.8
730419,18071.2
731780,19022.9
733780,19032.0
730801,18842.5
730436,17884.5
730824,18480.6
730764,18782.3
730203,19582.8
730746,18564.0
730738,18639.5
730743,18645.0
730557,17487.1
730429,17987.8
730711,18344.8
730769,18904.9
730841,18792.8
730544,17220.3
730835,18504.4
730632,17625.0
732786,18684.3
735690,18094.6
730417,18133.6
730612,17720.5
730638,17691.8
730539,17274.8
732896,18056.6
730414,18074.9
730898,17830.9
730152,18730.2
730158,18600.5
731681,17940.7
730667,18051.7
734780,18928.0
730677,17987.1
730680,17993.2
730509,17792.0
730515,17940.1
732628,17502.2
730035,19834.5
730137,18926.0
730582,17252.9
730721,18550.2
731690,18228.0
730742,18679.4
730409,18194.2
731687,18000.1
732895,17954.0
735688,18266.2
730710,18284.5
730621,17567.6
730586,17146.1
730659,17740.7
730170,18474.4
730174,18381.0
730862,18300.5
730513,17893.7
730366,17975.1
730585,17178.4
734788,18451.0
730654,17911.0
730326,18008.6
730142,18782.6
730112,18693.7
730362,18072.5
730345,18154.5
760269,16926.9
760108,16545.6
760139,16421.5
760127,16664.8
760409,15675.5
760286,17255.7
760731,16064.5
760144,16353.7
760113,16809.5
760861,14756.7
760122,16786.8
760215,16382.9
760222,16625.3
760205,16292.7
760218,16502.6
761424,15344.3
762333,16316.0
760303,16167.2
760716,15911.3
760435,15137.1
760662,15080.6
760715,15937.9
760425,15254.6
760720,15889.3
760875,14501.0
760641,15142.5
760765,15658.2
760764,15695.6
760721,15854.4
760423,15301.1
760388,16003.5
760107,16590.7
760235,16639.1
760631,14881.2
760287,17219.3
760399,15822.5
760719,15932.7
760306,16250.4
760866,14453.0
760314,16303.0
760296,16777.8
760210,16306.5
760750,15978.3
763336,16323.1
760320,16046.6
760809,14769.0
761430,15154.5
761333,16329.1
760448,15274.3
762426,15292.5
762315,16342.6
760209,16312.8
760844,14613.0
760624,14866.7
760626,14817.5
760733,16206.7
760154,16366.1
760812,14807.6
760798,15004.7
762334,16391.6
761315,16391.6
760359,15812.4
760643,15209.5
760792,15185.7
760326,16069.7
760387,16043.0
760827,14559.4
560122,9516.4
560181,10326.9
560214,9236.1
560602,10785.8
560476,8643.4
560608,10539.6
560219,9088.1
560471,8752.2
560509,9897.6
560434,9224.2
560461,9202.7
560550,9882.8
560127,9628.1
560153,10209.6
560540,10041.5
560466,9014.6
560621,10959.4
560319,8923.1
560119,9446.2
560302,9154.3
560313,9084.8
560331,8582.2
560506,9944.4
560419,8945.2
560512,9746.4
560601,10826.4
560438,9123.8
560463,9131.7
560559,9592.1
560470,8821.9
560472,8728.9
560562,9512.9
560134,9734.0
560150,10259.5
560254,9656.2
560337,8701.9
560619,10498.1
560460,9090.9
560430,9344.3
560536,9956.7
560182,10390.1
562596,9689.0
460504,10431.7
460525,10278.4
460521,9829.3
470108,8202.1
470631,8896.8
460520,9944.1
461044,9626.2
470704,9587.2
470127,8539.6
461042,9581.1
460102,11032.4
460138,10688.4
460218,10386.0
462221,10287.0
461051,10997.7
460037,10683.8
460121,10941.4
461063,10775.2
470131,8605.6
460119,10958.6
460034,10537.4
461035,9455.4
460081,11075.0
470707,9431.6
460427,9829.8
470713,9800.6
470106,8154.4
470118,8243.2
460133,10531.0
470723,10419.7
410655,8202.5
470765,11001.6
461221,10327.2
463221,10247.8
470611,8773.6
470140,8873.3
470711,9861.0
460139,10591.7
470710,9847.4
460170,11283.7
460063,9058.4
460505,10520.3
471613,9099.7
470770,11235.3
461033,9373.1
460407,10374.3
460027,9151.2
460181,11042.8
470717,10129.0
460019,10020.0
470137,8763.5
460167,11121.1
410636,7845.1
461094,11565.9
570180,7076.8
570451,8519.3
570502,7093.5
570304,7410.4
570203,7763.7
570220,8079.5
570278,8110.4
570290,7953.8
570102,6715.7
570182,7255.8
570402,8898.2
570190,7304.6
570163,7051.0
570291,7926.2
570257,8394.4
570162,6994.0
570222,8138.7
570168,6953.4
650423,14626.1
650416,14603.0
650324,14386.1
650421,14649.5
650278,12545.7
650182,13737.8
650343,14265.7
650206,13266.5
650176,13997.9
650168,14070.8
650424,14553.3
650329,14459.9
650337,14317.5
650179,13900.4
650316,14333.0
650420,14577.6
650131,13797.9
650305,14078.3
650185,13713.0
650394,14225.0
651290,12364.8
656289,12282.4
650205,13246.4
650298,13384.9
650211,13143.0
650107,13599.9
650187,13712.3
650186,13766.1
650625,13613.7
650103,13502.5
650106,13586.8
650325,14430.9
650532,13815.4
650243,12794.5
650191,13585.5
650110,13658.4
654290,12311.0
650512,13391.6
650406,14746.9
650366,14170.5
650221,12906.6
651288,12191.8
160020,2513.2
151028,4593.5
160132,2639.8
100065,4697.0
161008,2175.5
160136,2736.1
090001,3762.8
090013,3505.2
162018,2294.3
150129,3043.4
160046,2834.7
100063,4620.8
100054,4546.8
080012,1673.3
161042,2196.5
150104,3359.6
100058,4351.7
160109,2865.3
150052,4270.4
160128,2501.3
160108,2920.1
101103,4247.8
150049,4421.8
161004,2875.4
151040,4572.2
150069,3900.7
163119,2654.1
166022,2770.4
161126,2437.2
164025,2889.0
080011,1710.4
162009,2544.9
150117,3999.1
150009,4812.4
150050,4461.7
090025,3689.1
150053,4251.6
100048,4733.3
160094,2056.0
150083,3564.5
670142,13790.5
674547,14738.0
670274,13322.1
670217,13194.8
670508,14535.7
670440,14205.0
670506,14635.4
670448,14080.4
670523,14806.2
670510,14595.6
670507,14611.5
670530,14669.0
670218,13183.1
670456,14531.1
670455,14482.9
671547,14604.9
670167,14081.4
670601,14621.1
670472,14407.9
670404,14151.6
670401,14047.6
670201,12851.1
670273,13303.9
670425,14441.8
670620,15001.2
673546,14711.6
670434,14321.0
670631,15174.5
670181,14368.0
670130,13322.2
670451,14185.3
670129,13528.0
670653,14928.5
670503,14524.1
590013,10635.2
590014,10643.1
200029,2434.8
082001,1376.8
200637,2538.2
182269,1769.5
211672,2653.1
085701,1495.5
680016,14940.2
680111,15118.6
680114,15262.7
682166,15412.8
680295,16072.1
680015,15002.2
680011,15032.4
680765,16471.6
680237,15540.0
680483,16188.3
682685,17474.2
680227,15873.7
680413,16161.7
680418,16334.0
680656,17032.4
680417,16372.0
681673,17317.6
680218,15995.1
681297,15867.1
680228,15807.2
680405,16331.9
680212,15851.9
682476,16273.8
680771,16632.5
680426,16390.0
680635,16843.2
680638,16976.1
681684,17609.8
683687,17266.6
681691,17016.1
680752,16617.1
680213,15840.6
684485,16034.6
680767,16587.8
680506,16787.9
680632,16872.2
680525,17009.2
680553,17207.5
680272,15945.1
680559,17115.8
680603,17274.5
680203,15595.7
680204,15566.7
680287,16074.7
