postal_code,num_unique_hawker_500m,num_unique_hawker_1km,walking_dist_hawker_m
650142,0,2,887.0
650140,0,1,757.0
650141,0,2,806.0
650218,0,0,2009.0
653290,0,0,2534.0
651289,0,0,2274.0
655288,0,0,2330.0
652289,0,0,2366.0
650366,0,1,1306.0
650362,0,0,1377.0
650357,0,0,1545.0
650330,0,0,1563.0
650326,0,0,1501.0
650353,0,0,1506.0
650526,0,0,1146.0
650535,0,1,1138.0
650512,0,0,1505.0
650542,0,0,1311.0
650524,0,0,1333.0
650404,0,0,1513.0
650405,0,0,1571.0
650406,0,0,1500.0
090007,1,6,173.0
160050,2,7,413.0
152095,3,7,279.0
151028,1,5,306.0
161010,2,5,430.0
160032,2,6,216.0
152028,1,5,219.0
160020,2,6,146.0
160030,2,6,260.0
160028,2,6,253.0
161127,2,5,703.0
160048,2,7,398.0
160047,2,5,208.0
161048,2,5,204.0
100045,3,3,232.0
100076,3,3,176.0
160024,2,6,231.0
160010,3,6,417.0
150161,2,6,270.0
152119,2,7,349.0
150130,1,8,440.0
150128,2,9,557.0
151116,3,8,170.0
150129,2,9,443.0
090107,1,3,322.0
090102,1,2,650.0
090101,1,2,539.0
090110,0,2,685.0
090103,1,3,475.0
090109,1,3,469.0
090112,1,3,631.0
080012,1,4,796.0
080011,1,4,818.0
080016,1,4,714.0
081008,1,4,884.0
080013,1,4,727.0
101105,0,7,1011.0
101110,0,6,1271.0
080003,0,5,721.0
081002,1,5,641.0
080007,1,5,680.0
080006,1,5,787.0
081001,1,5,578.0
161058,3,5,381.0
161054,3,5,401.0
160022,3,5,161.0
161055,3,5,450.0
161057,3,5,432.0
161052,3,5,300.0
150105,0,7,631.0
151096,3,7,418.0
153095,3,7,323.0
151095,3,7,252.0
152096,3,6,420.0
161078,3,5,628.0
160077,3,5,628.0
161006,3,5,330.0
160034,2,8,175.0
160046,2,8,350.0
161008,2,5,362.0
150002,2,3,209.0
150001,2,3,121.0
160133,1,5,255.0
160137,1,5,334.0
160145,0,2,705.0
160136,1,4,390.0
160138,1,5,254.0
160132,1,3,406.0
160108,1,5,125.0
160141,1,3,632.0
160107,1,6,163.0
160142,1,3,589.0
160131,1,5,365.0
160026,2,6,217.0
162026,1,6,580.0
167026,1,9,521.0
166026,2,9,568.0
150037,1,3,377.0
160045,2,5,138.0
161034,2,6,199.0
160041,2,5,187.0
160130,1,4,526.0
163126,2,5,638.0
163127,2,4,754.0
160037,2,6,295.0
160035,2,5,231.0
161025,2,5,215.0
150086,4,5,80.0
160148,0,2,810.0
160149,0,2,833.0
163016,4,5,373.0
162012,2,5,478.0
161014,2,5,413.0
162018,4,5,308.0
090021,2,5,370.0
090013,1,5,326.0
090012,1,5,120.0
090018,2,5,536.0
090020,2,5,495.0
090005,1,6,211.0
090016,1,5,442.0
090001,2,7,370.0
090022,1,4,298.0
090006,1,5,117.0
090015,1,5,323.0
090008,1,5,117.0
100077,3,3,182.0
100044,3,3,409.0
100065,3,4,353.0
100055,2,4,562.0
100054,3,4,490.0
100064,3,4,407.0
100075,3,3,226.0
100047,3,3,286.0
100046,3,3,305.0
100062,3,4,561.0
102070,3,4,630.0
100060,0,4,784.0
100063,3,4,486.0
100061,2,4,648.0
090032,1,3,188.0
090042,1,2,377.0
090028,2,3,319.0
090031,1,2,216.0
090043,1,2,490.0
090030,1,2,332.0
101091,3,3,472.0
101092,3,3,501.0
102080,3,3,144.0
102092,3,3,403.0
102093,3,3,312.0
101093,3,3,360.0
103080,3,3,93.0
101090,2,4,612.0
090033,1,3,241.0
164024,2,5,257.0
163017,2,6,198.0
163018,2,6,155.0
165022,2,6,204.0
165006,3,5,272.0
162009,3,6,288.0
164002,2,5,352.0
164008,3,6,336.0
165008,3,6,288.0
164006,3,6,301.0
163009,3,6,318.0
164010,3,6,413.0
165004,2,6,376.0
152120,2,8,437.0
090104,1,3,428.0
090115,0,3,807.0
090114,1,3,688.0
090113,0,3,745.0
090106,1,3,496.0
090111,0,2,725.0
090108,1,3,412.0
080009,1,4,873.0
080017,1,3,729.0
080019,0,2,841.0
080018,0,3,786.0
160003,3,5,706.0
160005,2,5,610.0
161004,1,5,698.0
101112,0,5,1181.0
101103,0,7,807.0
101111,0,6,1279.0
101106,0,7,1116.0
102109,0,6,1338.0
102112,0,5,1134.0
101104,0,6,959.0
161053,3,5,362.0
161056,3,5,454.0
150103,3,6,705.0
150101,1,6,697.0
150106,2,6,619.0
150102,2,6,680.0
150104,3,6,642.0
150050,1,5,540.0
160109,1,5,102.0
160139,1,5,199.0
160146,0,2,692.0
160144,0,3,702.0
160134,1,4,309.0
150012,2,3,228.0
166022,2,8,742.0
164118,1,5,463.0
164020,3,9,595.0
165026,2,9,557.0
163023,2,7,696.0
163027,2,9,471.0
163118,1,5,381.0
164025,2,8,678.0
162025,1,7,675.0
163021,2,8,657.0
161118,1,7,307.0
163019,3,8,663.0
151040,1,6,481.0
150038,1,6,392.0
160121,2,5,597.0
161121,1,5,610.0
161126,1,5,595.0
160125,2,5,713.0
163119,1,5,365.0
164119,1,5,421.0
162119,1,5,307.0
160128,1,5,567.0
670454,0,1,968.0
164127,2,4,688.0
151047,1,5,573.0
150043,1,5,461.0
151063,2,5,467.0
152063,2,5,488.0
150046,0,5,656.0
150052,0,5,663.0
151048,1,5,443.0
150054,0,5,704.0
150068,3,5,315.0
150069,3,5,251.0
151075,2,5,386.0
152075,2,5,366.0
153075,2,5,348.0
151076,2,5,307.0
160150,0,2,835.0
091017,1,5,386.0
090024,2,4,453.0
090017,1,5,445.0
091014,1,5,318.0
090023,2,4,388.0
100051,3,3,269.0
100050,3,3,208.0
103070,3,4,574.0
100056,1,4,611.0
100059,0,5,869.0
100087,3,3,555.0
101070,2,4,698.0
100068,3,4,422.0
100088,3,3,635.0
100086,3,3,603.0
100085,3,3,665.0
100058,0,4,766.0
090040,1,3,240.0
101080,3,3,198.0
102090,3,3,549.0
090034,1,3,148.0
164004,2,5,367.0
166002,2,5,324.0
150116,1,6,415.0
150115,1,6,495.0
151126,1,9,393.0
161002,3,5,607.0
100113,0,5,1105.0
102111,0,6,1242.0
102104,0,6,996.0
102103,0,7,838.0
100114,0,5,1032.0
101109,0,6,1373.0
080004,1,5,652.0
160094,2,5,549.0
160095,3,5,554.0
150013,2,3,233.0
160135,1,5,270.0
160140,1,3,552.0
164027,2,9,567.0
150036,1,3,255.0
150008,2,3,229.0
161120,1,5,697.0
160120,1,5,671.0
163008,1,5,605.0
163006,1,5,677.0
162131,1,5,436.0
163131,1,5,476.0
160122,2,5,688.0
150070,3,5,231.0
150087,4,6,258.0
150083,4,5,169.0
150081,3,5,184.0
151074,3,5,307.0
151073,3,5,271.0
151077,2,4,221.0
080109,0,1,1230.0
080106,0,0,1401.0
081110,0,1,1174.0
090014,1,5,242.0
090026,1,4,129.0
090025,1,4,215.0
100048,3,3,297.0
100052,3,4,422.0
100053,3,4,468.0
100072,3,3,443.0
160087,2,5,282.0
670488,0,0,1502.0
673547,0,1,1061.0
674547,0,1,1115.0
674633,1,1,518.0
671636,1,1,332.0
671633,1,1,2055.0
670252,1,1,453.0
670251,1,1,476.0
670250,1,1,519.0
670249,1,1,572.0
670132,1,1,513.0
672442,1,1,586.0
671443,0,1,785.0
670104,0,1,636.0
670148,0,1,977.0
670109,0,1,696.0
670106,0,1,734.0
670102,0,1,605.0
670128,1,1,437.0
670229,1,1,354.0
670116,1,1,564.0
670118,1,1,604.0
670232,1,1,222.0
670117,0,1,672.0
670230,1,1,251.0
670123,1,1,254.0
670122,1,1,352.0
670125,1,1,280.0
670127,1,1,523.0
670113,1,1,447.0
670227,1,1,395.0
670150,0,1,822.0
670219,1,1,556.0
670139,1,1,526.0
670149,0,1,860.0
670220,1,1,513.0
670205,1,1,709.0
670142,0,1,758.0
670215,1,1,448.0
670206,1,1,672.0
670485,0,0,1427.0
670459,0,0,1297.0
670486,0,0,1459.0
672548,0,1,1092.0
671550,0,1,960.0
670416,0,2,963.0
670458,0,0,1380.0
670457,0,0,1379.0
670487,0,0,1462.0
670460,0,0,1226.0
671548,0,1,1052.0
670274,1,1,411.0
670275,1,1,413.0
670270,1,1,325.0
670257,1,1,233.0
670277,1,1,421.0
670276,1,1,546.0
670253,1,1,557.0
670620,1,1,389.0
670609,1,1,754.0
670243,1,1,496.0
670430,0,0,1261.0
670537,1,1,685.0
670240,1,1,357.0
670431,0,1,1265.0
670613,1,1,576.0
670432,0,1,1163.0
670236,1,1,321.0
670615,1,1,484.0
670435,0,1,1257.0
670237,1,1,281.0
670535,1,1,617.0
670244,1,1,468.0
670619,1,1,415.0
670450,0,1,908.0
670447,0,1,940.0
670449,0,1,882.0
670611,1,1,663.0
670539,0,1,777.0
670438,0,1,983.0
670403,0,1,755.0
670437,0,1,860.0
670419,0,2,1036.0
673443,1,1,751.0
670436,0,1,904.0
670407,0,1,793.0
670402,0,1,653.0
670404,0,1,716.0
670441,0,1,1555.0
670401,0,1,4010.0
670420,0,2,1109.0
670108,0,1,770.0
670110,1,1,631.0
670171,0,1,867.0
670170,0,1,918.0
670163,0,1,1210.0
670166,0,1,993.0
670172,0,1,802.0
670173,0,1,759.0
670111,1,1,586.0
670146,0,1,990.0
670512,0,1,1084.0
670511,0,1,1058.0
670510,0,1,1139.0
670504,0,2,882.0
670513,0,1,950.0
670529,1,1,554.0
670517,0,1,776.0
670502,0,2,939.0
670527,1,1,584.0
670505,0,2,961.0
670536,1,1,612.0
670522,0,1,764.0
670501,0,2,1014.0
670508,0,1,1104.0
670514,0,1,884.0
670531,1,1,483.0
670519,0,1,728.0
670509,0,1,1165.0
670521,0,1,684.0
670538,1,1,678.0
670182,0,1,1143.0
670185,0,1,1260.0
670183,0,1,1148.0
670174,0,2,833.0
670178,0,2,1074.0
670175,0,2,860.0
670176,0,1,901.0
670177,0,2,986.0
670225,1,1,348.0
670221,1,1,391.0
670126,1,1,393.0
670115,1,1,468.0
670120,1,1,445.0
670207,0,1,664.0
670216,1,1,522.0
670168,0,1,1159.0
670167,0,1,1081.0
670141,0,1,705.0
670137,1,1,563.0
670218,1,1,537.0
670140,1,1,614.0
670217,1,1,496.0
670143,0,1,797.0
670203,0,1,795.0
670214,1,1,504.0
670409,0,2,978.0
670480,0,0,1502.0
670461,0,0,1218.0
672547,0,1,1116.0
670468,0,0,1351.0
670472,0,0,1289.0
670471,0,0,1367.0
671547,0,1,1264.0
670469,0,0,1346.0
672549,0,1,1089.0
670470,0,0,1397.0
670456,0,0,1306.0
672546,0,1,1220.0
672550,0,1,1024.0
670465,0,0,1291.0
670484,0,0,1345.0
670477,0,0,1490.0
670455,0,0,1275.0
673546,0,1,1185.0
671549,0,1,1087.0
670651,1,1,371.0
670618,1,1,415.0
670625,1,1,279.0
670605,0,1,1057.0
670616,1,1,478.0
670627,1,1,336.0
670623,1,1,390.0
672633,1,1,495.0
672635,1,1,409.0
673636,1,1,244.0
670612,1,1,564.0
670626,1,1,313.0
672636,1,1,343.0
671634,1,1,462.0
670601,0,1,885.0
670629,1,1,249.0
670604,0,1,989.0
671635,1,1,498.0
670602,0,1,946.0
670603,0,1,930.0
670614,1,1,525.0
672634,1,1,388.0
670631,1,1,159.0
673633,1,1,548.0
120703,1,4,700.0
670273,1,1,485.0
670248,1,1,621.0
670246,1,1,518.0
670448,0,1,821.0
671259,1,1,168.0
670241,1,1,382.0
670429,0,0,1255.0
670434,0,1,1196.0
670533,1,1,526.0
670234,1,1,240.0
674442,1,1,659.0
672443,1,1,800.0
670440,0,1,979.0
670406,0,2,895.0
674443,1,1,652.0
670451,0,1,994.0
670439,0,1,1012.0
670423,0,2,1202.0
670152,0,1,1018.0
670164,0,1,1145.0
670154,0,1,1132.0
670165,0,1,1076.0
670506,0,1,1074.0
670540,0,1,727.0
670525,1,1,649.0
670530,0,1,655.0
670507,0,1,1064.0
670516,0,1,840.0
670534,1,1,562.0
670518,0,1,812.0
670520,0,1,750.0
670184,0,1,1210.0
670181,0,1,1245.0
670179,0,2,1039.0
670121,1,1,401.0
670204,0,1,747.0
670210,0,1,719.0
670201,0,1,929.0
670483,0,0,1394.0
670476,0,0,1477.0
670473,0,0,1327.0
670474,0,0,1387.0
671546,0,0,1267.0
670650,1,1,312.0
670654,1,1,453.0
670624,1,1,310.0
670606,0,1,998.0
670630,1,1,190.0
670622,1,1,336.0
670608,1,1,702.0
670610,1,1,621.0
670621,1,1,388.0
670656,1,1,518.0
670254,1,1,405.0
670239,1,1,443.0
670617,1,1,430.0
671133,1,1,464.0
670130,1,1,544.0
670135,0,1,685.0
670408,0,1,789.0
670422,0,2,1141.0
670453,0,1,1067.0
670452,0,1,1013.0
670426,0,1,1287.0
670107,0,1,819.0
670147,0,1,1056.0
670155,0,1,1139.0
670532,1,1,594.0
670503,0,2,840.0
670543,0,1,855.0
670542,0,1,786.0
670544,0,1,929.0
670180,0,1,1050.0
670228,1,1,328.0
670129,1,1,346.0
670144,0,1,798.0
670151,0,1,911.0
670138,1,1,511.0
670411,0,2,1055.0
120704,1,4,770.0
670482,0,0,1440.0
670467,0,0,1399.0
670475,0,0,1430.0
670479,0,0,1523.0
670653,1,1,390.0
670652,1,1,376.0
260008,1,1,114.0
260004,1,2,502.0
590019,2,2,198.0
260006,1,1,349.0
260003,1,2,413.0
260002,1,1,309.0
590004,2,2,362.0
590016,2,2,389.0
590017,2,2,366.0
590013,2,2,468.0
590009,2,2,425.0
591501,2,2,262.0
260005,1,1,373.0
260001,1,1,235.0
590005,2,2,396.0
590011,2,2,560.0
590014,2,2,433.0
590012,2,2,496.0
590002,2,2,204.0
590006,2,2,438.0
590015,2,2,474.0
590003,2,2,249.0
590007,2,2,489.0
162010,2,6,338.0
162008,2,6,248.0
160009,1,6,265.0
050032,4,8,8.0
180009,2,3,568.0
200029,1,5,241.0
200030,1,5,289.0
200028,1,5,218.0
180271,1,3,124.0
200640,1,3,343.0
050004,3,8,170.0
180008,2,3,572.0
051335,4,8,149.0
082002,1,4,211.0
081004,1,5,276.0
081005,2,5,306.0
081003,1,4,282.0
082001,1,4,276.0
050034,4,7,222.0
050538,4,8,39.0
050536,3,8,99.0
050532,5,8,212.0
050535,5,8,137.0
050533,4,8,179.0
200635,1,4,366.0
200637,1,4,408.0
200636,1,4,283.0
200633,2,4,521.0
180263,1,2,442.0
180264,1,2,399.0
180232,1,1,703.0
180233,1,1,713.0
210662,1,3,168.0
210663,1,3,141.0
085601,1,5,656.0
085101,1,6,415.0
085501,1,5,571.0
085301,2,6,298.0
085701,1,4,604.0
085401,1,5,339.0
085201,2,6,345.0
210668,1,4,312.0
160053,2,5,334.0
200026,1,5,240.0
212672,2,4,457.0
212671,1,4,546.0
080334,3,8,279.0
200639,1,4,307.0
200642,1,5,134.0
052335,5,8,103.0
080008,3,6,123.0
081007,3,6,127.0
200632,2,3,459.0
211672,2,4,414.0
200634,1,4,446.0
682809,0,0,3179.0
681807,0,0,3025.0
680535,0,1,886.0
681166,0,1,2313.0
682166,0,1,2267.0
681818,0,0,2853.0
684476,0,0,2893.0
681476,0,0,2960.0
682490,0,0,3033.0
683490,0,0,2967.0
682811,0,0,3041.0
681811,0,0,3013.0
680571,1,1,472.0
680574,1,1,405.0
681801,0,0,3048.0
683802,0,0,3243.0
682801,0,0,2972.0
681804,0,0,3028.0
682803,0,0,3004.0
680005,0,0,2168.0
680010,0,1,2119.0
680001,0,0,2308.0
680002,0,0,2292.0
680004,0,0,2179.0
680111,0,0,2360.0
680016,0,0,2465.0
680026,0,0,1888.0
680110,0,0,2396.0
680105,0,0,2260.0
680106,0,0,2264.0
683807,0,0,2870.0
680132,0,0,2292.0
682808,0,0,2951.0
684808,0,0,3076.0
680130,0,0,2208.0
680202,0,0,2117.0
682818,0,0,2711.0
682807,0,0,2954.0
681808,0,0,3027.0
681809,0,0,3072.0
683818,0,0,2873.0
680250,0,0,2446.0
681297,0,0,2724.0
685296,0,0,2734.0
680252,0,0,2580.0
681296,0,0,2757.0
680249,0,0,2401.0
680296,0,0,2722.0
682297,0,0,2655.0
680294,0,0,2577.0
380095,2,5,169.0
682296,0,0,2830.0
680295,0,0,2629.0
680293,0,0,2630.0
680473,0,0,2539.0
680281,0,0,2271.0
680474,0,0,2650.0
680405,0,0,2418.0
680413,0,0,2115.0
680285,0,0,2311.0
680288,0,0,2530.0
680406,0,0,2375.0
680290,0,0,2555.0
680280,0,0,2164.0
680402,0,0,2551.0
680409,0,0,2177.0
680412,0,0,2066.0
680471,0,0,2683.0
680286,0,0,2411.0
680469,0,0,2802.0
680284,0,0,2350.0
680291,0,0,2588.0
680289,0,0,2449.0
680408,0,0,2406.0
680404,0,0,2439.0
680411,0,0,2261.0
680465,0,0,2854.0
680426,0,0,2360.0
680427,0,0,2334.0
680445,0,0,2614.0
680463,0,0,2997.0
680444,0,0,2548.0
680425,0,0,2275.0
680440,0,0,2082.0
680423,0,0,2149.0
680447,0,0,2461.0
680460,0,0,2905.0
680435,0,0,1813.0
680455,0,0,2859.0
680439,0,0,2002.0
680459,0,0,2858.0
680416,0,0,1874.0
680421,0,0,2187.0
680452,0,0,2806.0
680431,0,0,1804.0
680442,0,0,2424.0
680430,0,0,1860.0
680450,0,0,2702.0
680462,0,0,2950.0
680306,0,0,1695.0
680428,0,0,2267.0
680441,0,0,2092.0
680418,0,0,2055.0
683489,0,0,2942.0
684485,0,0,3170.0
681484,0,0,2932.0
683488,0,0,2904.0
680484,0,0,2963.0
680483,0,0,3043.0
683484,0,0,3119.0
680486,0,0,3100.0
684490,0,0,3049.0
684489,0,0,2994.0
681490,0,0,3081.0
682487,0,0,3057.0
681488,0,0,2994.0
682484,0,0,3021.0
681487,0,0,2996.0
683476,0,0,2866.0
682489,0,0,3007.0
682488,0,0,2910.0
684484,0,0,3132.0
682476,0,0,2912.0
684488,0,0,2964.0
681489,0,0,3071.0
683487,0,0,2940.0
681812,0,0,2885.0
683815,0,0,2969.0
683812,0,0,3062.0
682815,0,0,2862.0
681810,0,0,2991.0
681815,0,0,2926.0
682812,0,0,2978.0
682810,0,0,3028.0
681686,0,1,1117.0
680667,0,1,931.0
680659,0,1,829.0
683685,0,1,1048.0
680660,0,1,864.0
680661,0,1,942.0
682691,0,1,1195.0
683683,0,1,1049.0
680669,0,1,973.0
681691,0,1,1158.0
682692,0,1,1092.0
683688,0,1,1194.0
681692,0,1,1080.0
683684,0,1,1036.0
681670,0,1,930.0
681672,0,1,843.0
684690,0,1,1298.0
681676,0,1,768.0
680677,1,1,638.0
682686,0,1,1174.0
680670,0,1,993.0
680656,0,1,919.0
681690,0,1,1260.0
681684,0,1,938.0
680681,0,1,869.0
680678,0,1,743.0
680682,0,1,751.0
683686,0,1,1212.0
680676,0,1,705.0
680668,0,1,875.0
681683,0,1,936.0
680658,0,1,771.0
680228,0,0,2212.0
680226,0,0,2145.0
680232,0,0,2299.0
680353,0,0,2010.0
680220,0,0,1997.0
680210,0,0,1927.0
680215,0,0,1835.0
680354,0,0,1997.0
680224,0,0,2195.0
680230,0,0,2328.0
680233,0,0,2325.0
680206,0,0,2212.0
680234,0,0,2397.0
680236,0,0,2458.0
680352,0,0,1917.0
680218,0,0,1900.0
680223,0,0,2074.0
680213,0,0,2005.0
680219,0,0,1948.0
680227,0,0,2196.0
680211,0,0,2004.0
680785,1,1,525.0
680784,1,1,458.0
680786,1,1,478.0
681688,0,1,1160.0
681687,0,1,1220.0
682688,0,1,1120.0
683687,0,1,1256.0
682687,0,1,1256.0
682689,0,1,1023.0
680340,0,0,1721.0
680763,0,1,788.0
680635,1,1,576.0
680788,1,1,434.0
680790,1,1,555.0
680637,1,1,409.0
680634,1,1,587.0
680631,1,1,355.0
680789,1,1,486.0
680618,1,1,596.0
680617,1,1,639.0
680505,0,1,1092.0
680506,0,0,1124.0
680518,0,1,870.0
680514,0,1,996.0
680516,0,1,957.0
680517,0,1,924.0
680504,0,1,1132.0
680573,1,1,398.0
680540,0,1,627.0
680541,0,1,640.0
680547,0,1,645.0
680563,1,1,175.0
680569,1,1,220.0
680546,0,1,599.0
680565,1,1,283.0
680704,0,1,899.0
680702,0,1,774.0
680706,0,1,962.0
680708,0,1,821.0
680707,0,1,901.0
680770,0,1,855.0
680767,0,1,853.0
680609,1,1,292.0
680625,1,1,208.0
680608,1,1,232.0
680627,1,1,147.0
680610,1,1,403.0
680620,1,1,464.0
680615,1,1,462.0
680614,1,1,555.0
680626,1,1,164.0
680638,1,1,409.0
680642,1,1,550.0
680640,1,1,562.0
680639,1,1,482.0
680162,0,1,1671.0
680154,0,1,1887.0
680158,0,1,1931.0
680150,0,0,1823.0
680152,0,1,1813.0
680157,0,1,1902.0
680160,0,1,1739.0
680151,0,0,1702.0
683801,0,0,3173.0
681802,0,0,3216.0
682805,0,0,2836.0
682802,0,0,3175.0
681805,0,0,2912.0
681803,0,0,2992.0
683803,0,0,2928.0
682804,0,0,2953.0
684805,0,0,2713.0
682816,0,0,2945.0
682817,0,0,2807.0
681816,0,0,3017.0
683817,0,0,2869.0
681817,0,0,2871.0
680008,0,0,2020.0
680118,0,0,2446.0
680025,0,0,1983.0
680103,0,0,2135.0
680123,0,0,2449.0
680011,0,0,2134.0
680019,0,0,2292.0
680114,0,0,2551.0
680115,0,0,2499.0
680020,0,0,2342.0
680141,0,0,2300.0
680017,0,0,2314.0
680015,0,0,2353.0
680122,0,0,2569.0
680112,0,0,2375.0
680131,0,0,2261.0
683808,0,0,3057.0
680276,0,0,2427.0
683297,0,0,2570.0
680277,0,0,2322.0
680297,0,0,2775.0
680254,0,0,2550.0
680251,0,0,2541.0
684297,0,0,2536.0
680472,0,0,2633.0
680458,0,0,2771.0
680457,0,0,2709.0
680438,0,0,2007.0
680464,0,0,2931.0
680453,0,0,2852.0
680307,0,0,1663.0
680434,0,0,1832.0
680417,0,0,1970.0
680305,0,0,1749.0
683485,0,0,3231.0
680666,0,1,982.0
683690,0,1,1298.0
680675,1,1,666.0
684684,0,1,1052.0
681685,0,1,1032.0
682672,0,1,802.0
680664,0,1,1029.0
682684,0,1,990.0
680674,1,1,794.0
680679,0,1,828.0
680665,0,1,966.0
680657,0,1,837.0
682683,0,1,920.0
682685,0,1,1071.0
680680,0,1,912.0
681673,1,1,807.0
680672,0,1,874.0
680229,0,0,2288.0
680212,0,0,1911.0
680225,0,0,2125.0
680355,0,0,1937.0
684687,0,1,1295.0
680346,0,0,1819.0
680345,0,0,1909.0
680752,0,1,714.0
680751,0,1,771.0
680760,1,1,640.0
680762,0,1,828.0
680632,1,1,415.0
680633,1,1,495.0
680791,1,1,627.0
680619,1,1,573.0
680509,0,0,1256.0
680513,0,1,1057.0
680508,0,0,1196.0
680510,0,0,1267.0
680501,0,1,1156.0
680502,0,1,1196.0
680507,0,0,1176.0
680552,1,1,602.0
680551,1,1,518.0
680566,1,1,354.0
680567,1,1,281.0
680550,1,1,569.0
680544,1,1,474.0
680543,1,1,501.0
680564,1,1,212.0
680562,1,1,152.0
680771,1,1,892.0
680611,1,1,429.0
680607,1,1,325.0
680613,1,1,473.0
680621,1,1,414.0
680641,1,1,624.0
680155,0,0,1776.0
680156,0,0,1795.0
680159,0,1,1920.0
684801,0,0,3084.0
683805,0,0,2746.0
684803,0,0,2845.0
680014,0,0,1976.0
680116,0,0,2425.0
680117,0,0,2504.0
680142,0,0,2405.0
680137,0,0,2317.0
680013,0,0,1985.0
680204,0,0,2263.0
680271,0,0,2501.0
680287,0,0,2481.0
680275,0,0,2408.0
680272,0,0,2442.0
680274,0,0,2400.0
680273,0,0,2390.0
680282,0,0,2219.0
680292,0,0,2655.0
680454,0,0,2885.0
680448,0,0,2515.0
680461,0,0,2922.0
680419,0,0,2142.0
680437,0,0,1900.0
680420,0,0,2205.0
680662,0,1,980.0
680663,0,1,1015.0
681671,0,1,904.0
682690,0,1,1322.0
680214,0,0,1907.0
680208,0,0,2095.0
680350,0,0,1894.0
680341,0,0,1630.0
680757,1,1,606.0
680764,0,1,829.0
680755,0,1,672.0
680754,0,1,695.0
680759,1,1,570.0
680559,1,1,231.0
680556,1,1,330.0
680553,1,1,366.0
680528,0,1,810.0
680527,0,1,862.0
680525,0,1,890.0
680526,0,1,835.0
680530,0,1,763.0
680529,0,1,736.0
680768,0,1,934.0
680606,1,1,297.0
680603,1,1,252.0
680605,1,1,363.0
680601,1,1,131.0
680604,1,1,206.0
680163,0,1,1753.0
680164,0,1,1804.0
680120,0,0,2608.0
680108,0,0,2286.0
680109,0,0,2391.0
680133,0,0,2371.0
680134,0,0,2393.0
680107,0,0,2187.0
120418,1,3,792.0
120423,0,3,870.0
120421,0,3,834.0
120417,1,2,713.0
120420,0,3,676.0
120424,0,3,754.0
120363,2,2,386.0
120330,2,4,477.0
120365,1,2,327.0
120364,2,2,443.0
120351,1,2,173.0
120354,1,2,17.0
120328,2,4,413.0
120362,1,2,274.0
120335,1,2,655.0
120331,2,3,499.0
120426,2,5,307.0
120429,3,4,306.0
120430,3,4,352.0
120428,3,5,348.0
120427,2,5,267.0
120449,1,4,68.0
120450,1,4,314.0
120431,3,4,416.0
120305,0,1,1321.0
122311,0,2,938.0
120320,1,4,559.0
120308,0,2,1098.0
120310,0,2,987.0
120319,1,4,578.0
120374,0,2,926.0
120304,0,2,1093.0
120375,0,2,812.0
123311,0,2,942.0
120376,0,2,795.0
120309,0,2,1143.0
120306,0,2,1204.0
120307,0,2,1153.0
122312,0,2,939.0
121311,0,2,827.0
120371,0,2,1045.0
121312,0,4,826.0
120346,1,2,512.0
120327,2,4,409.0
120345,1,2,640.0
120341,0,2,844.0
120325,2,4,522.0
120343,1,2,620.0
120326,2,4,395.0
120339,0,2,912.0
120377,1,2,736.0
120379,0,2,828.0
120380,0,2,892.0
121208,0,1,1252.0
120611,0,1,741.0
120602,1,2,332.0
120608,1,1,360.0
120612,1,1,690.0
120603,1,2,463.0
120607,1,1,495.0
120610,0,1,683.0
120710,1,4,640.0
120729,1,4,252.0
120714,1,3,557.0
120713,1,3,476.0
120706,1,4,476.0
120728,1,4,210.0
120731,1,3,419.0
120711,1,4,690.0
120730,1,4,261.0
120715,1,1,563.0
120705,1,4,764.0
120506,3,3,190.0
120509,3,4,258.0
120508,3,4,353.0
120510,3,4,288.0
120507,3,4,201.0
120701,1,4,631.0
120702,0,4,674.0
120410,1,2,451.0
120411,1,3,536.0
120412,1,2,598.0
120425,0,2,674.0
120416,1,2,622.0
120333,2,4,508.0
120358,1,2,271.0
120359,1,2,190.0
120349,1,2,332.0
122440,1,4,604.0
120462,1,5,386.0
120460,1,5,474.0
120457,2,5,441.0
120461,1,5,394.0
120456,1,5,403.0
122441,1,4,229.0
120454,1,5,355.0
121445,1,4,205.0
121440,1,4,443.0
122445,1,5,142.0
123440,1,4,532.0
123312,0,3,917.0
120303,0,1,1129.0
120315,0,3,770.0
120373,0,2,985.0
120316,0,4,709.0
120318,0,4,725.0
120302,0,1,1172.0
120342,1,2,727.0
120381,0,2,839.0
120347,1,2,562.0
120324,1,4,491.0
120205,0,1,1067.0
120202,0,1,1036.0
122208,0,0,1340.0
120113,0,0,1349.0
120601,1,3,189.0
120609,1,1,233.0
120707,1,4,490.0
120709,1,4,608.0
120712,1,4,598.0
120708,1,4,560.0
120716,1,1,427.0
120511,2,4,280.0
120512,2,4,385.0
120413,1,2,526.0
120414,1,2,446.0
120356,1,2,161.0
120355,1,2,207.0
120357,1,2,302.0
120336,1,2,556.0
120338,1,2,484.0
120337,1,2,532.0
120459,1,5,478.0
120458,1,5,439.0
120372,0,2,992.0
120340,1,2,778.0
120204,0,1,1049.0
120114,0,0,1353.0
120101,0,1,1239.0
120103,0,1,1314.0
120605,1,2,540.0
120604,1,2,473.0
120606,1,1,565.0
120613,1,1,539.0
120717,1,2,507.0
120206,0,1,1115.0
120111,0,1,1330.0
