postal_code,num_unique_hawker_500m,num_unique_hawker_1km,walking_dist_hawker_m
120116,0,0,1426.0
120115,0,0,1412.0
380109,2,5,400.0
370032,2,4,284.0
370068,3,4,398.0
370071,4,4,458.0
370044,3,4,181.0
370043,3,4,62.0
370072,4,4,370.0
370039,3,4,148.0
370070,3,4,435.0
370046,3,4,193.0
370045,3,4,211.0
370063,3,4,180.0
370040,3,4,124.0
370052,4,4,83.0
380115,2,4,124.0
380112,2,5,239.0
380097,2,5,239.0
380106,2,4,635.0
380102,2,5,602.0
380108,2,5,332.0
380111,2,5,337.0
380099,2,5,399.0
370023,1,3,536.0
370024,2,3,403.0
370022,2,3,353.0
370021,1,3,524.0
370030,2,4,321.0
370019,1,3,533.0
370020,1,3,464.0
390054,2,4,296.0
390042,2,3,335.0
390034,2,3,296.0
390036,2,3,244.0
390032,2,4,319.0
390052,2,4,429.0
371018,2,4,284.0
371083,2,4,447.0
370067,3,4,370.0
371082,3,4,482.0
370066,3,4,246.0
370048,3,4,194.0
370058,4,4,233.0
370034,2,4,204.0
370064,3,4,152.0
370037,2,4,130.0
370087,3,5,106.0
370057,4,4,242.0
370035,2,4,276.0
370059,3,4,318.0
370049,3,4,232.0
372082,2,4,437.0
373018,1,4,389.0
374018,1,3,449.0
370061,3,4,351.0
370036,2,4,199.0
370060,3,4,277.0
370085,3,5,202.0
370047,3,4,171.0
370038,3,4,133.0
370062,3,4,262.0
370065,3,4,113.0
370069,4,4,356.0
390058,1,3,550.0
400019,1,1,502.0
400031,1,3,337.0
400033,2,3,499.0
400024,1,2,537.0
400016,1,2,333.0
400017,1,1,384.0
400034,1,3,444.0
400025,1,2,487.0
400036,1,3,363.0
400032,1,3,385.0
400021,0,1,590.0
400018,1,1,417.0
381126,1,4,454.0
380124,1,4,333.0
381125,1,4,458.0
430010,2,3,95.0
430022,2,3,229.0
430001,1,3,595.0
430004,1,3,462.0
430009,2,3,155.0
390097,1,3,321.0
390093,2,3,166.0
420004,2,4,256.0
420003,2,4,154.0
390095,2,3,222.0
390099,2,3,332.0
370091,3,4,260.0
370093,2,4,406.0
391010,2,4,466.0
391012,2,4,395.0
380045,1,2,136.0
380041,2,3,525.0
380053,1,4,162.0
380052,1,4,169.0
380063,1,3,131.0
400316,0,0,1316.0
400342,0,1,1061.0
400302,0,0,1581.0
400328,0,1,1140.0
400301,0,0,1528.0
400325,0,1,1152.0
400317,0,1,1210.0
380104,2,5,583.0
380107,1,4,451.0
380101,2,5,451.0
370027,2,3,407.0
370029,2,3,392.0
370033,2,3,339.0
391030,2,4,350.0
391056,2,4,475.0
391028,2,3,297.0
371017,2,3,388.0
372017,1,3,514.0
372083,1,4,579.0
372018,2,4,293.0
390060,1,3,426.0
400010,1,2,349.0
400009,1,2,294.0
400023,1,2,606.0
400035,1,3,435.0
400011,1,2,188.0
400413,1,3,579.0
400411,1,3,521.0
400417,2,3,493.0
380127,1,4,468.0
380120,1,4,496.0
406002,2,4,301.0
403002,2,4,150.0
405002,2,4,254.0
404002,2,4,339.0
430011,2,3,155.0
430005,2,3,364.0
430008,2,3,231.0
390047,2,3,198.0
390039,2,3,138.0
390043,2,3,185.0
390045,2,3,259.0
381121,2,5,442.0
381122,1,5,503.0
390009,2,4,456.0
391011,2,3,292.0
390001,2,3,280.0
392003,2,3,165.0
370092,3,4,255.0
370054,4,4,303.0
370055,4,4,364.0
371092,3,4,301.0
380040,1,3,465.0
380044,1,3,305.0
380042,1,3,474.0
400338,0,1,922.0
400341,0,1,1023.0
400347,0,1,1195.0
400318,0,1,1195.0
400344,0,1,1279.0
400313,0,1,1296.0
400314,0,1,1288.0
400330,0,1,991.0
400339,0,1,961.0
400315,0,0,1323.0
400336,0,1,892.0
400346,0,1,1222.0
400349,0,1,1100.0
400329,0,1,1101.0
400327,0,1,1052.0
400319,0,1,1179.0
400320,0,1,1167.0
400348,0,1,1125.0
400311,0,0,1319.0
400323,0,1,1120.0
400324,0,1,1137.0
380110,2,5,338.0
380105,2,4,655.0
380126,2,5,813.0
380125,1,5,742.0
370028,2,3,487.0
400022,0,2,678.0
400013,1,2,302.0
400014,1,2,365.0
400015,1,2,447.0
400415,2,3,450.0
380134,0,5,691.0
380128,1,5,348.0
380123,1,4,441.0
430007,2,3,280.0
430006,2,3,358.0
381123,3,5,384.0
391007,2,3,281.0
391005,2,3,219.0
370056,4,4,410.0
380051,1,2,170.0
380050,1,2,162.0
400337,0,1,993.0
400352,0,2,1176.0
400340,0,1,1021.0
400322,0,1,1086.0
380133,1,4,646.0
380130,1,5,607.0
380132,1,4,643.0
370053,4,4,199.0
400334,0,1,926.0
400326,0,1,1071.0
400335,0,1,847.0
400333,0,1,959.0
532998,0,1,1448.0
531986,0,1,1185.0
532986,0,1,1201.0
531998,0,2,1395.0
531995,0,1,1525.0
532995,0,1,1508.0
532987,0,1,1083.0
531991,0,1,1412.0
531993,0,0,1399.0
532993,0,1,1456.0
531992,0,1,1199.0
531994,0,0,1493.0
532994,0,1,1493.0
532991,0,1,1277.0
532992,0,1,1548.0
536995,0,1,1493.0
530117,1,2,368.0
530109,1,2,255.0
530110,1,2,160.0
530115,1,2,379.0
530114,1,2,274.0
530116,1,2,422.0
530112,1,2,232.0
530113,1,2,303.0
530123,1,2,571.0
530122,1,2,608.0
531174,0,1,682.0
530119,1,2,350.0
532174,0,1,654.0
530126,0,2,685.0
530125,1,2,539.0
530102,1,2,135.0
530124,1,2,545.0
530514,0,1,1024.0
530401,0,0,1379.0
530410,0,0,1370.0
530511,0,1,967.0
530415,0,1,1352.0
530403,0,0,1389.0
530703,0,1,1124.0
530702,0,1,1166.0
530704,0,1,1086.0
530006,0,1,1302.0
530022,0,1,1120.0
530017,0,1,1219.0
530002,0,1,1255.0
530020,0,1,1183.0
530024,0,1,1377.0
530001,0,1,1353.0
530023,0,1,1174.0
530254,0,2,735.0
530248,0,2,850.0
530019,0,1,1303.0
530252,0,2,888.0
530247,0,2,800.0
530662,1,1,218.0
530661,1,1,258.0
530667,1,1,300.0
530682,1,1,390.0
530311,0,0,1741.0
530327,0,0,2050.0
530321,0,0,2125.0
530304,0,0,1822.0
530301,0,0,1672.0
530303,0,0,1774.0
530309,0,0,1775.0
530328,0,0,2000.0
530307,0,0,1836.0
530313,0,0,1636.0
530318,0,0,1793.0
530323,0,0,2091.0
530308,0,0,1931.0
530529,0,2,1326.0
530524,0,1,1159.0
530528,0,2,1259.0
530520,0,1,1157.0
530316,0,0,1671.0
530356,0,0,1785.0
530317,0,0,1710.0
530658,1,1,361.0
530629,0,1,887.0
530683,1,1,585.0
530619,0,1,961.0
530669,1,1,346.0
530620,0,1,916.0
530673,1,1,499.0
530623,0,1,875.0
530652,1,1,525.0
530632,0,1,816.0
530645,1,1,600.0
530644,1,1,666.0
530631,0,1,783.0
530677,1,1,667.0
530684,1,1,598.0
530642,0,1,770.0
530617,0,1,1124.0
530501,0,1,733.0
530681,1,1,508.0
530660,1,1,340.0
530626,0,1,960.0
530671,1,1,388.0
530674,1,1,570.0
530678,0,1,731.0
531932,1,1,382.0
532932,1,1,409.0
530804,0,0,1666.0
530154,0,0,1367.0
530211,1,2,297.0
530244,1,2,698.0
530242,1,2,636.0
530241,1,2,509.0
530240,1,2,367.0
530696,0,2,648.0
530689,1,1,451.0
530694,0,2,725.0
530688,1,1,407.0
530698,1,1,529.0
530695,0,2,656.0
530687,1,1,329.0
530142,0,2,982.0
530129,1,2,459.0
531471,0,0,1600.0
531475,0,0,1990.0
533473,0,0,2000.0
532470,0,0,1411.0
532473,0,0,1971.0
533475,0,0,2041.0
537475,0,0,1960.0
532365,0,0,2054.0
537365,0,0,1965.0
531365,0,0,1963.0
532364,0,0,1868.0
533365,0,0,2033.0
531476,0,0,2025.0
536978,0,1,1025.0
532996,0,1,1526.0
531997,0,1,1581.0
532981,0,1,991.0
531985,0,1,1081.0
534997,0,1,1563.0
531980,0,1,822.0
532999,0,1,1501.0
531996,0,1,1188.0
533978,0,1,1085.0
533979,0,1,896.0
533980,0,1,841.0
532997,0,1,1563.0
536996,0,1,1505.0
532980,0,1,763.0
531981,0,1,929.0
533988,0,1,1269.0
531987,0,1,1149.0
531988,0,1,1138.0
532988,0,1,1199.0
533987,0,1,1163.0
536994,0,1,1453.0
531984,0,1,1048.0
533984,0,1,1141.0
530165,1,2,566.0
530232,1,2,393.0
530172,1,1,512.0
530168,1,2,281.0
530170,1,2,380.0
530173,1,1,527.0
530166,1,2,440.0
530238,2,2,406.0
530167,1,2,354.0
530234,2,2,448.0
530106,1,2,205.0
530512,0,1,1005.0
530421,0,1,1131.0
530451,0,1,844.0
530463,0,0,1511.0
530456,0,1,1043.0
530453,0,1,899.0
530448,0,1,752.0
530510,0,1,946.0
530509,0,1,889.0
530457,0,1,1083.0
530516,0,1,1059.0
530404,0,0,1483.0
530405,0,0,1482.0
530406,0,0,1531.0
530447,1,1,685.0
530402,0,0,1471.0
530420,0,1,1084.0
530408,0,0,1486.0
530458,0,1,1013.0
530706,0,1,1207.0
530711,0,1,1322.0
530701,0,1,1194.0
530708,0,1,1327.0
530709,0,1,1353.0
530018,0,1,1231.0
530021,0,1,1233.0
530015,0,2,1121.0
530253,0,2,826.0
530606,0,1,802.0
530605,0,1,799.0
530603,0,1,708.0
530665,1,1,261.0
530608,0,1,783.0
530919,1,1,218.0
530602,0,1,793.0
530666,1,1,370.0
530601,0,1,867.0
530604,0,1,771.0
530607,0,1,893.0
530324,0,0,2132.0
530332,0,0,2175.0
530314,0,0,1562.0
530361,0,0,1882.0
530319,0,0,1768.0
530363,0,0,1829.0
530315,0,0,1661.0
530526,0,2,1171.0
530432,0,1,855.0
530525,0,2,1298.0
530527,0,2,1213.0
530423,0,1,1197.0
530424,0,0,1177.0
530531,0,2,1297.0
530532,0,2,1405.0
530355,0,0,1872.0
530336,0,0,2189.0
530352,0,0,1855.0
530341,0,0,2104.0
530325,0,0,2099.0
530326,0,0,2186.0
530337,0,0,2218.0
530544,0,1,664.0
530504,0,1,742.0
530613,0,1,996.0
530440,1,1,580.0
530507,0,1,815.0
530444,1,1,578.0
530675,1,1,579.0
530616,0,1,1120.0
530433,0,1,940.0
530419,0,1,1045.0
530540,0,2,807.0
530611,0,1,930.0
530676,1,1,620.0
530614,0,1,1082.0
530630,0,1,836.0
530506,0,1,775.0
530417,0,1,1011.0
530635,0,1,997.0
530627,0,1,1086.0
530445,1,1,653.0
530672,1,1,457.0
530437,0,1,741.0
530648,1,1,706.0
530624,0,1,921.0
530436,0,1,824.0
530435,0,1,710.0
530636,0,1,957.0
530418,0,1,1112.0
530503,0,1,689.0
530670,1,1,448.0
530963,0,1,787.0
531933,1,1,391.0
530923,1,1,234.0
530964,0,1,890.0
530965,0,1,1024.0
530916,1,1,176.0
530924,1,1,320.0
530953,0,1,822.0
530954,0,1,730.0
530836,0,0,1439.0
530831,0,1,1241.0
530835,0,1,1175.0
530832,0,1,1150.0
530161,0,0,1526.0
530158,0,0,1286.0
530155,0,1,1398.0
530243,1,2,621.0
530372,0,1,1127.0
530371,0,1,1130.0
530373,0,2,1115.0
533376,0,0,1412.0
532376,0,0,1476.0
531376,0,1,1395.0
530565,0,2,824.0
530546,1,1,604.0
530566,1,2,814.0
530553,1,2,749.0
530551,0,2,766.0
530557,1,2,725.0
530570,0,2,886.0
530547,1,1,527.0
530571,0,2,910.0
530567,0,2,1030.0
530572,0,2,827.0
530574,0,2,668.0
530569,0,2,806.0
530575,0,2,727.0
530549,0,2,715.0
532699,0,2,832.0
530534,0,2,950.0
533699,0,2,824.0
530535,0,2,1022.0
530693,0,2,697.0
530690,1,1,465.0
530692,1,2,586.0
530685,1,1,428.0
530697,0,1,646.0
530926,1,1,399.0
530925,1,1,332.0
530910,1,1,733.0
530929,1,1,347.0
530931,1,1,376.0
530970,1,1,747.0
530911,1,1,664.0
530930,1,1,294.0
530927,1,1,476.0
530969,0,1,878.0
530912,1,1,573.0
530909,1,1,685.0
530946,1,1,359.0
530945,1,1,421.0
530942,1,1,500.0
530941,1,1,644.0
530939,1,1,560.0
530944,1,1,451.0
530943,1,1,463.0
530936,1,1,449.0
530143,0,2,1032.0
530137,0,1,831.0
530135,0,1,717.0
530138,0,2,790.0
530139,0,2,825.0
530134,0,2,730.0
531470,0,0,1499.0
533470,0,0,1570.0
532471,0,0,1603.0
532475,0,0,1983.0
531473,0,0,2123.0
538473,0,0,2069.0
530464,0,0,1711.0
531364,0,0,1836.0
530465,0,0,1838.0
533476,0,0,1944.0
532476,0,0,2002.0
531477,0,0,1883.0
532477,0,0,1805.0
533477,0,0,1732.0
532985,0,1,1121.0
531979,0,1,1034.0
536980,0,1,924.0
537984,0,1,1146.0
532984,0,1,1115.0
530230,1,2,350.0
530111,1,2,283.0
530169,1,2,370.0
530171,1,2,400.0
530103,1,2,164.0
530409,0,0,1449.0
530513,0,1,1121.0
530416,0,1,1230.0
530461,0,0,1396.0
530462,0,0,1442.0
530707,0,1,1243.0
530016,0,2,1197.0
530251,0,2,730.0
530249,0,2,795.0
530576,0,2,774.0
530320,0,0,2072.0
530310,0,0,1848.0
530360,0,0,1897.0
530302,0,0,1763.0
530306,0,0,1908.0
530521,0,1,1259.0
530351,0,0,1936.0
530339,0,0,2167.0
530466,0,0,1721.0
530610,0,1,863.0
530443,1,1,497.0
530643,1,1,725.0
530641,0,1,786.0
530541,0,2,832.0
530657,1,1,354.0
530653,1,1,497.0
530649,1,1,633.0
530467,0,0,1609.0
530434,0,1,912.0
530655,1,1,431.0
530955,0,1,685.0
530962,0,1,840.0
530918,1,1,103.0
530966,0,1,901.0
530837,0,0,1530.0
530838,0,0,1444.0
530160,0,0,1478.0
530156,0,0,1499.0
530231,1,2,295.0
530233,2,2,373.0
530370,0,1,1157.0
530573,0,2,771.0
530568,0,2,927.0
531699,0,2,858.0
530699,0,2,928.0
531698,0,1,590.0
530686,1,1,416.0
532698,0,1,620.0
530921,1,1,257.0
530957,1,1,631.0
530913,1,1,563.0
530956,1,1,695.0
530958,1,1,584.0
530973,1,1,729.0
530914,1,1,463.0
530937,1,1,517.0
530938,1,1,523.0
530140,0,2,938.0
530449,0,1,791.0
530454,0,1,889.0
530407,0,0,1557.0
530508,0,1,872.0
530455,0,1,1012.0
530705,0,1,1192.0
530712,0,1,1315.0
530577,1,2,606.0
530578,1,2,671.0
530428,0,1,1012.0
530430,0,1,981.0
530427,0,1,1051.0
530533,0,2,1463.0
530522,0,0,1307.0
530429,0,1,1010.0
530357,0,0,1717.0
530338,0,0,2165.0
530634,0,1,1013.0
530545,0,1,714.0
530628,0,1,951.0
530640,0,1,828.0
530621,0,1,914.0
530633,0,1,1002.0
530441,0,1,690.0
530646,1,1,677.0
530615,0,1,1088.0
530446,1,1,695.0
530961,0,1,785.0
530960,0,1,765.0
530850,0,0,1800.0
530834,0,1,1197.0
530853,0,0,1854.0
530851,0,0,1721.0
530237,2,2,508.0
530222,1,2,633.0
530221,1,2,670.0
530374,0,2,1017.0
530562,1,2,818.0
530559,1,2,839.0
530560,1,2,848.0
530558,1,2,796.0
530538,0,2,876.0
530539,0,2,916.0
530959,1,1,692.0
530972,0,1,826.0
530974,1,1,738.0
530975,1,1,667.0
530940,1,1,585.0
530144,0,2,943.0
530145,0,2,928.0
530141,0,2,927.0
530128,1,2,577.0
600371,1,2,425.0
600372,1,2,456.0
600023,1,1,537.0
600341,1,2,453.0
600330,0,1,671.0
600349,1,2,158.0
601240,0,1,690.0
600339,1,2,520.0
600104,0,1,974.0
600102,0,1,1064.0
600110,0,2,638.0
600101,0,1,949.0
600115,1,2,742.0
600114,0,2,738.0
600211,0,1,779.0
600231,1,2,334.0
600222,1,2,448.0
600214,1,1,598.0
601225,1,2,224.0
600210,0,1,680.0
600208,0,1,995.0
600207,0,1,1050.0
600206,0,1,1079.0
600221,1,2,375.0
600232,0,1,681.0
600203,0,1,1183.0
600233,1,1,632.0
320098,2,3,257.0
600264,1,1,499.0
600249,1,2,253.0
600241,0,1,779.0
600252,1,2,60.0
600257,1,2,297.0
600247,1,2,274.0
600253,1,2,107.0
600250,1,2,335.0
600248,1,1,379.0
600244,0,1,655.0
600306,2,2,519.0
600301,2,2,447.0
600313,1,2,302.0
600308,1,2,445.0
600304,2,2,460.0
600315,1,2,165.0
600302,2,2,408.0
600303,2,2,385.0
600410,0,1,873.0
600416,0,1,1458.0
600411,1,1,782.0
600415,0,1,1441.0
600412,0,1,772.0
600020,0,1,711.0
600037,1,1,47.0
600057,0,1,773.0
600036,1,1,185.0
600035,1,1,263.0
600040,1,1,111.0
600044,1,1,172.0
600034,1,1,249.0
600048,1,1,387.0
600033,1,1,199.0
600047,1,1,473.0
600332,0,1,765.0
600329,0,1,623.0
600338,0,1,617.0
600112,0,2,675.0
600113,0,2,807.0
600105,0,1,951.0
600108,0,2,737.0
600224,1,2,270.0
600219,1,2,386.0
604288,0,1,953.0
600236,0,1,722.0
601221,1,2,419.0
600218,1,2,454.0
600228,1,2,269.0
601288,0,1,1036.0
600204,0,1,1135.0
600261,1,2,419.0
600243,0,1,772.0
600251,1,2,279.0
600245,0,1,624.0
600324,1,1,515.0
600320,1,2,409.0
600319,1,2,371.0
600321,1,1,449.0
600311,1,2,338.0
600316,1,2,109.0
600314,1,2,241.0
600414,0,1,721.0
600408,0,1,983.0
600402,0,1,1255.0
600409,0,1,828.0
600021,1,1,647.0
600063,1,1,448.0
600024,0,1,755.0
600065,1,1,477.0
600041,1,1,238.0
600031,1,1,541.0
600056,0,1,835.0
600055,0,1,881.0
600022,1,1,483.0
600052,0,1,792.0
600064,1,1,435.0
600032,1,1,373.0
600025,0,1,718.0
600053,0,1,828.0
600030,1,1,517.0
600043,1,1,113.0
600060,0,1,599.0
600265,0,1,947.0
600273,0,1,1132.0
600278,0,0,1266.0
600269,0,1,1120.0
600266,0,1,956.0
600267,0,1,1006.0
604286,0,1,1013.0
600282,0,0,1304.0
600284,0,0,1193.0
600274,0,0,1307.0
600268,0,1,1071.0
600279,0,0,1303.0
600272,0,1,1129.0
600275,0,0,1438.0
600280,0,0,1375.0
600270,0,1,1158.0
600281,0,0,1256.0
600271,0,1,1212.0
600283,0,0,1258.0
600340,0,1,613.0
600331,0,1,696.0
600111,0,2,720.0
600106,0,1,898.0
600109,0,2,733.0
600103,0,1,982.0
600220,1,2,332.0
600239,1,1,563.0
600213,0,1,726.0
601219,1,2,397.0
600234,0,1,758.0
600240,0,1,618.0
600209,0,1,866.0
600226,1,2,374.0
600212,0,1,712.0
601223,1,2,309.0
600238,1,1,579.0
600263,1,1,568.0
600258,1,2,188.0
600260,1,2,339.0
600322,1,1,534.0
600328,1,1,542.0
600305,2,2,433.0
600310,1,2,472.0
600407,0,1,1035.0
600403,0,1,1255.0
600401,0,1,1266.0
600405,0,1,1182.0
600406,0,1,1090.0
600413,0,1,855.0
600404,0,1,1192.0
600276,0,0,1371.0
600277,0,0,1285.0
604285,0,0,1293.0
600334,0,1,692.0
600337,1,2,594.0
600107,0,1,873.0
602287,0,1,1163.0
604287,0,1,1177.0
601287,0,1,1111.0
603287,0,0,1226.0
600216,1,2,556.0
600327,0,1,620.0
601322,1,1,517.0
600325,1,1,603.0
600050,0,1,757.0
600051,0,1,842.0
600046,1,1,389.0
600045,1,1,279.0
603285,0,0,1375.0
603286,0,1,1080.0
601285,0,0,1265.0
602286,0,1,1211.0
642180,0,1,743.0
642181,0,1,823.0
641180,0,1,735.0
611150,0,1,1130.0
613140,0,1,1332.0
614140,0,1,1400.0
612140,0,1,1326.0
610112,1,1,389.0
641698,0,1,1169.0
641560,1,1,575.0
641990,0,1,937.0
642990,0,1,937.0
643990,0,1,946.0
640186,1,2,242.0
640185,1,2,360.0
640187,1,1,350.0
642217,0,2,626.0
642216,0,2,853.0
640174,1,1,562.0
643180,0,1,777.0
640176,1,2,536.0
640175,1,1,570.0
642197,1,2,446.0
641197,1,2,413.0
640210,1,2,427.0
640213,1,2,688.0
640208,1,2,363.0
640211,1,2,496.0
640212,1,2,611.0
640214,1,2,568.0
640209,1,2,386.0
640207,1,2,238.0
640215,1,2,519.0
611140,0,1,1389.0
610120,1,1,401.0
610119,1,1,461.0
610111,1,1,310.0
610114,1,1,424.0
640491,0,2,985.0
640489,0,2,919.0
640484,0,2,1108.0
640503,1,2,71.0
640502,1,2,192.0
640485,0,2,1008.0
640428,0,2,1033.0
640425,0,1,860.0
640487,0,2,972.0
640490,0,2,863.0
640431,0,1,995.0
640440,0,1,674.0
640423,0,2,1003.0
643698,0,1,1132.0
642698,0,1,1218.0
642697,0,1,1041.0
640473,1,1,739.0
640464,1,1,657.0
640481,0,2,1165.0
640457,1,1,435.0
640492,0,2,944.0
640456,1,2,339.0
640463,0,1,728.0
640480,0,2,1003.0
640477,0,2,1074.0
640476,0,2,959.0
640475,0,2,1023.0
640498,0,2,887.0
642561,0,1,770.0
640417,0,2,1027.0
640421,0,2,893.0
640422,0,2,996.0
641561,0,1,698.0
640448,1,1,484.0
640433,0,1,863.0
640504,1,2,267.0
640501,1,2,301.0
640520,1,2,714.0
640528,1,2,489.0
640530,2,2,548.0
640536,1,2,287.0
640515,1,2,735.0
640525,2,2,660.0
640527,2,2,597.0
640511,1,2,347.0
640513,1,2,421.0
640510,1,2,258.0
640524,1,2,591.0
640514,1,2,550.0
640535,1,2,331.0
640517,1,2,648.0
640531,1,2,484.0
640507,1,2,67.0
640534,1,2,407.0
640508,1,2,147.0
640518,0,2,813.0
640521,1,2,654.0
640936,0,1,1050.0
640914,0,0,1246.0
640916,0,0,1331.0
640939,0,1,1148.0
640915,0,0,1296.0
640917,0,0,1287.0
640908,0,0,1507.0
640928,0,1,1134.0
640926,0,1,1161.0
640925,0,1,1133.0
614339,1,1,732.0
612338,1,1,622.0
613339,1,1,651.0
611337,1,1,694.0
612337,1,1,631.0
610113,1,1,507.0
611138,0,1,1051.0
610121,1,1,453.0
610122,1,1,505.0
613138,0,1,995.0
614138,0,1,925.0
612138,0,1,1063.0
641183,0,2,660.0
643183,0,1,727.0
642183,1,1,670.0
644183,0,1,770.0
641217,0,2,602.0
644218,0,2,899.0
643218,0,2,1025.0
642218,0,2,1006.0
641216,0,2,660.0
641218,0,2,951.0
640265,0,1,947.0
640266,0,1,961.0
640263,0,1,914.0
642196,1,2,532.0
641196,1,2,547.0
641181,0,1,906.0
643268,0,1,810.0
640258,1,1,686.0
644197,1,2,469.0
641268,0,1,910.0
643197,1,2,510.0
640267,0,1,895.0
610351,0,1,687.0
610368,1,1,513.0
610366,1,1,610.0
640488,0,2,1035.0
640486,0,2,1059.0
640441,1,1,424.0
640430,0,2,1126.0
640538,1,2,420.0
640540,1,2,485.0
640537,1,2,296.0
644274,0,0,1646.0
644273,0,0,1779.0
642273,0,0,1689.0
641273,0,0,1725.0
640723,1,1,516.0
640722,1,1,397.0
640727,0,1,714.0
640729,0,1,783.0
640725,1,1,626.0
640721,1,1,456.0
640728,0,1,745.0
640689,0,2,1169.0
640687,0,2,1084.0
643679,0,1,966.0
640688,0,2,1040.0
643686,0,1,1005.0
643680,0,1,1108.0
640693,0,1,1047.0
640695,0,1,1046.0
640696,0,1,1104.0
643681,0,2,1134.0
640694,0,1,967.0
641686,0,2,985.0
643682,0,2,1121.0
640692,0,1,1106.0
641697,0,1,1110.0
641272,0,0,1456.0
642271,0,0,1554.0
641275,0,0,1877.0
641276,0,0,1805.0
644276,0,0,1726.0
642275,0,0,1888.0
643275,0,0,1909.0
644275,0,0,1930.0
640483,0,2,1104.0
640458,1,2,399.0
640468,1,2,462.0
640478,0,2,951.0
640465,0,1,762.0
640460,1,1,486.0
640550,1,2,545.0
640432,0,1,895.0
640455,1,2,271.0
640411,0,1,1228.0
640420,0,2,942.0
640555,1,1,637.0
640412,0,1,1246.0
640413,0,1,1188.0
640447,1,1,536.0
640546,1,2,610.0
640414,0,1,1220.0
640449,1,1,444.0
640545,1,2,616.0
640552,1,2,534.0
640554,1,1,597.0
640403,0,1,833.0
640418,0,2,1088.0
640543,1,2,496.0
640450,1,2,417.0
640557,1,1,654.0
644517,0,2,750.0
644648,1,1,252.0
640625,1,1,318.0
642651,1,1,545.0
640646,1,1,260.0
640639,1,1,158.0
642655,0,1,794.0
641655,0,1,723.0
643650,1,1,436.0
640644,1,1,339.0
640622,1,1,300.0
640645,1,1,326.0
641651,1,1,619.0
640624,1,1,100.0
640623,1,1,176.0
640642,1,1,278.0
640605,1,1,499.0
640613,1,1,511.0
644668,0,1,775.0
643664,0,1,937.0
641678,0,2,1133.0
642661,0,0,1287.0
641675,0,1,1127.0
644664,0,1,857.0
643668,0,1,826.0
642677,0,2,1182.0
642668,0,1,893.0
643678,0,1,1060.0
641677,0,2,1185.0
643661,0,0,1247.0
644661,0,1,1177.0
642662,0,1,983.0
641664,0,1,954.0
644660,0,1,1037.0
643684,0,2,1104.0
642685,0,1,1042.0
644678,0,1,1055.0
641684,0,2,1005.0
641685,0,2,1085.0
641668,0,1,824.0
642660,0,1,1148.0
644662,0,1,1119.0
642663,0,1,766.0
643673,0,1,728.0
643667,0,1,691.0
642657,0,1,876.0
640635,1,1,316.0
641667,1,1,668.0
640621,1,1,350.0
644663,0,1,803.0
641663,0,1,726.0
640617,1,1,492.0
644667,0,1,754.0
641657,0,1,839.0
643659,0,1,885.0
644659,0,1,952.0
642673,0,1,791.0
640618,1,1,477.0
641673,0,1,695.0
640636,1,1,243.0
640632,1,1,525.0
641674,0,1,832.0
640711,1,1,308.0
640717,1,1,303.0
640718,1,1,385.0
640706,1,1,370.0
640704,1,1,274.0
640713,1,1,391.0
640707,1,1,456.0
640712,1,1,181.0
640715,1,1,422.0
640705,1,1,355.0
640703,1,1,200.0
640724,1,1,604.0
640731,0,1,695.0
640730,0,1,755.0
640749,0,1,1042.0
640743,0,1,970.0
640745,0,1,906.0
640734,0,1,724.0
640751,0,1,999.0
640746,0,1,961.0
640744,0,1,883.0
640739,0,1,837.0
640750,0,1,1045.0
640765,0,1,1286.0
640759,0,0,1291.0
640758,0,0,1360.0
640738,0,1,851.0
640735,0,1,840.0
640737,0,1,927.0
640814,0,1,724.0
640826,0,1,722.0
640852,0,1,1028.0
640815,1,1,668.0
640821,0,1,876.0
640820,0,1,773.0
640864,0,1,1314.0
640822,0,1,887.0
640839,0,1,679.0
640850,0,1,978.0
640817,1,1,584.0
640838,0,1,598.0
640866,0,0,1301.0
640855,0,1,888.0
640837,0,1,638.0
640816,1,1,672.0
640843,1,1,551.0
640851,0,1,936.0
640813,0,1,753.0
640810,0,1,862.0
640854,0,1,935.0
640858,0,1,1035.0
640835,1,1,568.0
640902,0,0,1511.0
640911,0,0,1346.0
640919,0,0,1366.0
640938,0,1,1044.0
640950,0,1,929.0
640947,0,1,945.0
640944,0,1,1100.0
640943,0,1,1073.0
640948,0,1,912.0
640946,0,1,986.0
640949,0,1,840.0
640904,0,0,1560.0
640913,0,0,1243.0
640940,0,1,1171.0
640907,0,0,1513.0
640934,0,1,1125.0
640953,0,1,886.0
640945,0,1,1016.0
640903,0,0,1598.0
640932,0,1,1126.0
640920,0,0,1263.0
640924,0,1,1060.0
640922,0,1,1119.0
640923,0,1,1025.0
640929,0,1,1093.0
643987,0,1,775.0
641989,0,1,890.0
643986,0,1,694.0
641986,0,1,748.0
644987,0,1,743.0
641988,0,1,766.0
640976,1,1,556.0
640980,1,1,586.0
640966,1,1,567.0
642987,0,1,844.0
610348,0,2,861.0
610347,0,2,914.0
612339,1,1,578.0
610354,1,1,673.0
610346,0,1,845.0
611339,1,1,538.0
610345,0,1,825.0
610353,0,1,761.0
610355,1,1,614.0
610322,1,1,667.0
610323,1,1,606.0
613337,1,1,553.0
610325,1,1,480.0
614337,1,1,532.0
610328,1,1,527.0
610329,1,1,707.0
610361,1,1,428.0
