School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
TECK WHYE PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,MULTISPORTS
TECK WHYE PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,SPEECH AND DRAMA,CLUBS AND SOCIETIES,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,STUDENT COUNCIL
TECK WHYE PRIMARY SCHOOL,PRIMARY,STUDENTS' COUNCIL,CLUBS AND SOCIETIES,na
TECK WHYE PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,BOWLING,PHYSICAL SPORTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,INDIAN DANCE,VISUAL AND PERFORMING ARTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,LION AND DRAGON DANCE,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,STRATEGY GAMES,CLUBS AND SOCIETIES,na
TELOK KURAU PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),BADMINTON,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),BASKETBALL,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),BOWLING,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),BOYS' BRIGADE,UNIFORMED GROUPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CHOIR,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),COMMUNITY SERVICE,CLUBS AND SOCIETIES,LEO CLUB (COMMUNITY SERVICE)
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),COMMUNITY SERVICE (FIRST AID),CLUBS AND SOCIETIES,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATE CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),FLOORBALL,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),FOOTBALL,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),INDIAN CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,INDIAN CULTURAL SOCIETY
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,INFOCOMM CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,MALAY CULTURAL SOCIETY
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),NETBALL,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),OUTDOOR ADVENTURE,PHYSICAL SPORTS,OUTDOOR ADVENTURE CLUB
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),OUTDOOR ADVENTURE,PHYSICAL SPORTS,OUTDOOR ADVENTURE CLUB (JC ONLY)
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),RED CROSS YOUTH,UNIFORMED GROUPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SCOUTS,UNIFORMED GROUPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SHOOTING,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),ST JOHN BRIGADE,UNIFORMED GROUPS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (COUNCIL),OTHERS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),SWIMMING,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),TABLE TENNIS,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),TAEKWONDO,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),TENNIS,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),VOLLEYBALL,PHYSICAL SPORTS,na
TEMASEK JUNIOR COLLEGE,MIXED LEVEL (S1-JC2),WUSHU,PHYSICAL SPORTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TEMASEK PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,ENGLISH CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,DRAMA & DEBATE SOCIETY
TEMASEK PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,CONTENT CREATORS CLUB
TEMASEK PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
TEMASEK PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,CLUB EUREKA
TEMASEK PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
TEMASEK PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),BOWLING,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CANOEING,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),POP AND JAZZ,VISUAL AND PERFORMING ARTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),SHOOTING,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),SOFTBALL,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
TEMASEK SECONDARY SCHOOL,SECONDARY (S1-S5),WUSHU,PHYSICAL SPORTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,ANGKLUNG/KULINTANG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,HANDBELL ENSEMBLE,VISUAL AND PERFORMING ARTS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,ANGKLUNG/KULINTANG ENSEMBLE,VISUAL AND PERFORMING ARTS,na
UNITY PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,na
UNITY PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,na
UNITY PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
UNITY PRIMARY SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,na
UNITY PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
UNITY PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
UNITY PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,na
UNITY PRIMARY SCHOOL,PRIMARY,MATHEMATICS,CLUBS AND SOCIETIES,na
UNITY PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,na
UNITY PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
UNITY PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),INDIAN ORCHESTRA,VISUAL AND PERFORMING ARTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),MEDIA RESOURCE LIBRARY,CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),SCOUTS,UNIFORMED GROUPS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),SPEECH AND DRAMA,CLUBS AND SOCIETIES,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),SWIMMING,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),TABLE TENNIS,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),TRACK AND FIELD,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),VOLLEYBALL,PHYSICAL SPORTS,na
UNITY SECONDARY SCHOOL,SECONDARY (S1-S5),WATER POLO,PHYSICAL SPORTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,VISUAL & MEDIA ART CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,BOYS' BRIGADE,UNIFORMED GROUPS,na
VALOUR PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,GIRLS' BRIGADE,UNIFORMED GROUPS,na
VALOUR PRIMARY SCHOOL,PRIMARY,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,INFOCOMM CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,LION AND DRAGON DANCE,CLUBS AND SOCIETIES,LION DANCE
VALOUR PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
VALOUR PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,OUTDOOR ADVENTURE,PHYSICAL SPORTS,OUTDOOR CLUB
VALOUR PRIMARY SCHOOL,PRIMARY,PERCUSSION ENSEMBLE,VISUAL AND PERFORMING ARTS,FESTIVAL DRUMS
VALOUR PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,RED CROSS
VALOUR PRIMARY SCHOOL,PRIMARY,RUGBY,PHYSICAL SPORTS,na
VALOUR PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ART AND CRAFTS,CLUBS AND SOCIETIES,ART CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,AUDIO VISUAL AID,CLUBS AND SOCIETIES,PA CREW
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,BADMINTON,PHYSICAL SPORTS,BADMINTON
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,BASKETBALL,PHYSICAL SPORTS,BASKETBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,BIOLOGICAL SCIENCE,CLUBS AND SOCIETIES,MEDICAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,BOYS' BRIGADE,UNIFORMED GROUPS,BOYS' BRIGADE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CLUBS AND SOCIETIES,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE DRAMA,VISUAL AND PERFORMING ARTS,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,"CHINESE LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,CHINESE SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CHOIR,VISUAL AND PERFORMING ARTS,CHOIR
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (FIRST AID),CLUBS AND SOCIETIES,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,COMMUNITY SERVICE (ROTARY-SPONSORED),CLUBS AND SOCIETIES,INTERACT CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CONCERT BAND,VISUAL AND PERFORMING ARTS,SYMPHONIC BAND
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CRICKET,PHYSICAL SPORTS,CRICKET
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,CROSS COUNTRY,PHYSICAL SPORTS,CROSS COUNTRY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DEBATES
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,DRAMA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ENTREPRENEURSHIP,CLUBS AND SOCIETIES,VECONOMIST
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,EARTH WATCH
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,FENCING,PHYSICAL SPORTS,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,FLOORBALL,PHYSICAL SPORTS,FLOORBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,FOOTBALL,PHYSICAL SPORTS,FOOTBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,FOREIGN CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,JAPANESE CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,GIRL GUIDES,UNIFORMED GROUPS,GIRL GUIDES
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,GIRLS' BRIGADE,UNIFORMED GROUPS,GIRLS' BRIGADE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,HARMONICA ENSEMBLE,VISUAL AND PERFORMING ARTS,HARMONICA BAND
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,HOCKEY,PHYSICAL SPORTS,HOCKEY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,"INDIAN LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,INDIAN CULTURAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,DATA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,STUDIOV
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,INTERNATIONAL AND GLOBAL STUDIES,CLUBS AND SOCIETIES,IGLOBE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,KEYBOARD ENSEMBLE,VISUAL AND PERFORMING ARTS,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,MALAY CULTURAL SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,MATHEMATICS,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (AIR),UNIFORMED GROUPS,NCC (AIR)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,NCC (LAND)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,NCC (SEA)
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,NPCC
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,NETBALL,PHYSICAL SPORTS,NETBALL
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,OUTDOOR ADVENTURE,PHYSICAL SPORTS,OUTDOOR ACTIVITIES CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHOTOGRAPHY,CLUBS AND SOCIETIES,PHOTOGRAPHY SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,READING AND WRITING,CLUBS AND SOCIETIES,WRITERS' CIRCLE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,RED CROSS YOUTH,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ROBOTICS,CLUBS AND SOCIETIES,ROBOTICS-MAKERS CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ROCKWALL CLIMBING,PHYSICAL SPORTS,ROCKCLIMBING
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SAILING,PHYSICAL SPORTS,SAILING
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SCOUTS,UNIFORMED GROUPS,VENTURE SCOUTS
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA
WELLINGTON PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,na
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,SINGAPORE NATIONAL YOUTH ORCHESTRA
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,SPACE SCIENCE,CLUBS AND SOCIETIES,ASTRONOMY CLUB
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,ST JOHN BRIGADE,UNIFORMED GROUPS,ST JOHN BRIGADE
VICTORIA JUNIOR COLLEGE,JUNIOR COLLEGE,STRATEGY GAMES,CLUBS AND SOCIETIES,STRATEGIC GAMES CLUB
